"province","1","2","3"
"1",0.0819078414203982,0.0831314621848527,0.107934013567625
"2",0.0800940421991006,0.0935029183116723,0.111681338529231
"3",0.0858641811741662,0.0929038978635899,0.112456226691604
"4",0.0782958386070434,0.0846317147878795,0.104435761414912
"5",0.0815822315470268,0.0922151147606229,0.116171977597782
"6",0.0910828951948316,0.0876409069593388,0.110246187982163
"7",0.0935524950030054,0.0977591044176365,0.116852331943153
"8",0.0891269177170993,0.0936151257519666,0.102382531108868
"9",0.100274689802859,0.103269969661624,0.112663571795021
