"urban_1","1","2","3","4","5"
"1",0.0890758651852997,0.092667267147679,0.0945965749316688,0.10203730031934,0.119552844921895
"2",0.0858469304486914,0.0797390288703053,0.0829471098702013,0.0819000120097741,0.109984620483204
"4",0.0866988786714057,0.0940239829596725,0.096094981060158,0.104567095480111,0.114447098981298
"5",0.0677091795673914,0.0706231602569609,0.0791345597864444,0.0950535954315074,0.124369320695427
