"category","1","2","3","4","5"
"burden_elec_sub",-0.0307268947550775,-0.0330734561429592,-0.0347644292533463,-0.0380805850215122,-0.0449536567079987
"burden_CO2_national",-0.0864038061729909,-0.0901471314114427,-0.0928277219464805,-0.100636479666159,-0.119200096456663
"burden_CO2_revenue100",0.713451569703752,0.225672672240554,0.0839298545369959,-0.00936561856471068,-0.0861114816461718
