"Income_Group_10","t_national"
"1",4.30691530929721
"2",6.71636367135537
"3",8.80566736587939
"4",11.1846537943595
"5",13.0275516390568
"6",16.4857137343068
"7",21.7726036343341
"8",31.1840581215691
"9",52.4353373271752
"10",103.908674629399
