hh_id,exp_LCU_Electricity,exp_LCU_Petrol,exp_LCU_Firewood,exp_LCU_Gas,exp_LCU_Biomass,exp_LCU_Diesel,exp_LCU_Coal,hh_expenditures_LCU
1,1078.86347995113,NA,NA,NA,NA,NA,NA,39067.893098115106
2,10788.6347995113,8125.64425522832,NA,NA,NA,NA,NA,98047.82562660036
3,8630.90783960901,7109.93872332478,NA,NA,NA,NA,NA,98515.827856068
4,10788.6347995113,12188.4663828425,447.78919579453,NA,NA,NA,NA,208087.58401877445
5,2999.56276618027,NA,NA,1567.60602149646,NA,NA,NA,49664.480191707094
6,2399.65021294422,295.708971683408,NA,NA,NA,NA,NA,54008.48428991043
7,3599.47531941632,NA,NA,NA,NA,NA,NA,64111.18249006266
8,2399.65021294422,6899.876005946175,NA,NA,NA,NA,NA,269287.497614468
9,6693.05832899527,591.417943366815,NA,NA,NA,NA,NA,133251.91859581321
10,6693.05832899527,11951.570938871053,NA,NA,NA,NA,NA,222059.61172944997
11,4799.30042588843,NA,NA,NA,NA,NA,NA,102263.0030570208
12,2999.56276618027,NA,NA,NA,NA,NA,NA,46109.856843444744
13,1199.82510647211,NA,NA,NA,NA,NA,NA,32543.264590586485
14,8398.77574530475,11887.50066167298,NA,NA,NA,NA,NA,187696.6052186525
15,1199.43047433427,NA,NA,NA,NA,NA,NA,38179.827332177396
16,10393.6102557766,NA,NA,NA,NA,NA,NA,49071.118226492275
17,22019.2945766377,NA,NA,NA,NA,NA,NA,55383.60267745205
18,2398.86094866853,NA,NA,NA,NA,NA,NA,56269.8133674548
19,8635.89941520672,10940.5812488647,NA,NA,NA,NA,NA,133500.76117824382
20,22019.2945766377,NA,NA,NA,NA,NA,NA,49570.81029777086
21,2993.92159749268,NA,NA,NA,NA,NA,NA,93286.1725214881
22,2395.13727799415,NA,400.962117619148,NA,NA,NA,NA,89226.03266193083
23,1197.56863899707,NA,NA,NA,NA,NA,NA,16959.40007033204
24,2993.92159749268,NA,801.924235238295,NA,NA,NA,NA,108219.4537214449
25,2395.13727799415,NA,NA,NA,NA,NA,NA,41328.11537591698
26,6778.23849672343,NA,NA,NA,NA,NA,NA,78402.7302651338
27,NA,2106.0210301735,NA,NA,NA,NA,NA,106993.64913783688
28,3361.45528595144,NA,NA,NA,NA,NA,NA,112980.86791139921
29,2401.03948996531,NA,NA,NA,NA,NA,NA,49570.009603826715
30,2401.03948996531,NA,NA,NA,NA,NA,NA,91480.22022163402
31,3238.43798288923,1953.414794125264,NA,NA,NA,NA,NA,26354.589323154007
32,3238.43798288923,6168.67829723766,NA,NA,NA,NA,NA,38297.324130486035
33,2158.95865525949,7402.41395668519,NA,NA,NA,NA,NA,42078.31171676087
34,2698.69831907436,NA,NA,NA,NA,NA,NA,28385.234392702
35,2399.84080282854,8608.38743598084,NA,NA,NA,NA,NA,87316.43915512763
36,3599.76120424281,NA,NA,NA,NA,NA,NA,109157.86304289078
37,10397.8556966189,NA,NA,NA,NA,NA,NA,63982.061249901875
38,1199.92040141427,NA,NA,NA,NA,NA,NA,24511.671761748745
39,6676.9347180506,2878.303610229,NA,NA,NA,NA,NA,58158.79320158811
40,1196.9347217978,NA,NA,NA,NA,NA,NA,54860.719432255304
41,NA,7195.7590255725,NA,NA,NA,NA,NA,85793.90584230657
42,1880.9347217978,NA,NA,NA,NA,NA,NA,40162.42743502042
43,4189.27152629229,11513.214440916,NA,NA,NA,NA,NA,71612.30754105256
44,1196.9347217978,NA,NA,NA,NA,NA,NA,27096.852822307075
45,3351.41722103383,NA,NA,NA,NA,NA,NA,60778.947316519734
46,1196.9347217978,NA,NA,NA,NA,NA,NA,48381.829304361796
47,3600,NA,NA,NA,NA,NA,NA,37185.38160148976
48,3600,NA,NA,NA,NA,NA,NA,28794.178449034982
49,1200,NA,NA,NA,NA,NA,NA,21613.4576119403
51,1200,NA,NA,NA,NA,NA,NA,57927.14
52,6000,NA,NA,NA,NA,NA,NA,58941.54
53,1200,NA,NA,NA,NA,NA,NA,33616
54,1200,NA,NA,NA,NA,NA,NA,12061.22160148976
55,3600,NA,NA,NA,NA,NA,NA,23968.506567251414
56,1200,NA,NA,NA,NA,NA,NA,14445.4976119403
57,1200,NA,NA,NA,NA,NA,NA,19269.6176119403
58,4800,5010,NA,NA,NA,NA,NA,85010.4
59,1200,NA,NA,858,NA,NA,NA,31631.36160148976
60,2400,NA,NA,NA,NA,NA,NA,41497.28160148976
61,3600,28116,NA,NA,NA,NA,NA,247171.2108222869
62,3776.71865728575,3257.57941239715,NA,NA,NA,NA,NA,156939.5126811753
63,10790.6247351021,21988.6610336808,NA,NA,NA,NA,NA,278970.28757708
64,6949.16232940578,8551.14595754253,NA,NA,608.218839351207,NA,NA,144811.12700123005
65,1079.06247351022,NA,NA,NA,NA,NA,NA,23143.195376622116
66,5395.31236755107,3664.7768389468,NA,NA,NA,NA,NA,72596.26628281565
67,10790.6247351021,14659.1073557872,NA,NA,NA,NA,NA,213415.91347547495
68,1079.06247351022,NA,NA,NA,NA,NA,NA,37385.57917667475
69,5395.31236755107,30539.8069912233,NA,NA,NA,NA,NA,290874.38107358187
70,8398.77574530475,14785.4485841704,NA,NA,NA,NA,NA,172082.16885317006
71,9778.57461774768,47313.4354693452,NA,NA,NA,NA,NA,436921.45936204464
72,4799.30042588843,9856.96572278025,NA,NA,NA,NA,NA,72481.25610279907
73,4139.39661732877,29570.8971683408,NA,NA,NA,NA,NA,176223.75733017933
74,12058.2423200447,NA,784.19510830238,NA,NA,NA,NA,173590.6468594116
75,1199.82510647211,NA,NA,NA,NA,NA,NA,41879.444134170575
76,15969.6721671438,2365.67177346726,NA,NA,NA,NA,NA,82722.67330207049
77,3599.47531941632,NA,NA,NA,NA,NA,NA,74153.95714280389
78,2400,7200,NA,NA,NA,NA,NA,187157.6466867394
79,4800,1850,NA,NA,NA,NA,NA,36944
80,18792,7200,NA,NA,NA,NA,NA,68302.08
81,6694.03394833948,10000,NA,NA,649.74,NA,NA,141199.0339483395
82,6528,6000,NA,NA,NA,NA,NA,39532.64
83,6180,NA,NA,NA,NA,NA,NA,54476.12
84,13332,24000,NA,NA,NA,NA,NA,130832.692
85,4800,NA,NA,NA,NA,NA,NA,126665.46070400014
86,5395.31236755107,7329.55367789359,NA,971.156226159193,NA,NA,NA,79788.13439811373
87,9020.9622785454,7329.55367789359,NA,NA,NA,NA,NA,194185.22803692217
88,3237.18742053065,NA,NA,NA,NA,NA,NA,165667.93577890354
89,8632.4997880817209,10994.3305168404,862.002523465653,NA,708.616780319559,NA,NA,204330.4491217204
90,8632.4997880817209,9894.897465156351,NA,NA,NA,NA,NA,242276.08089847647
91,5395.31236755107,24431.8455929786,NA,NA,NA,NA,NA,179125.93245469316
92,9797.88725947275,7329.55367789359,NA,NA,NA,NA,NA,173371.65575183224
93,4316.2498940408605,12215.9227964893,NA,NA,NA,NA,NA,216135.61783537045
94,4790.27455598829,17231.081155965,NA,NA,NA,NA,NA,379776.0364519665
95,5820.18358552577,8041.17120611702,NA,NA,NA,NA,NA,110717.05698777256
97,2157.72695990225,NA,NA,NA,NA,NA,NA,19674.855591658226
98,3236.59043985338,NA,NA,NA,NA,NA,NA,17505.29368910519
100,2157.72695990225,NA,NA,NA,NA,NA,NA,37308.456623879276
101,4315.45391980451,NA,NA,NA,NA,NA,NA,31454.498766253826
102,5988.370046816,5333.991062476162,398.667925616088,NA,NA,NA,NA,78720.66102351548
103,1197.6740093632,NA,NA,NA,NA,NA,NA,42516.25109326278
104,2395.3480187264,13860.729463423684,NA,NA,NA,NA,NA,96986.25746482151
105,1197.6740093632,NA,NA,NA,NA,NA,NA,45988.74939918584
106,2395.3480187264,NA,NA,NA,NA,NA,NA,57126.4327673391
107,1079.4632236262,NA,NA,NA,NA,NA,NA,60676.89462868843
108,4749.63818395528,15498.4268573921,NA,NA,NA,NA,NA,83427.45305908353
109,1079.4632236262,NA,NA,NA,NA,NA,NA,54794.012293539825
110,2158.9264472524,3130.3753256514633,NA,NA,NA,NA,NA,99909.1366562793
111,1079.4632236262,NA,NA,NA,NA,NA,NA,25941.83558030384
112,4317.8528945048,NA,NA,NA,NA,NA,NA,65346.954708461024
113,1079.4632236262,3580.49465352292,NA,NA,NA,NA,NA,77185.69188236172
114,1079.4632236262,NA,NA,NA,NA,NA,NA,23124.146932911935
115,1079.4632236262,NA,NA,NA,NA,NA,NA,34834.90483543031
116,1079.4632236262,NA,603.03696510435,NA,NA,NA,NA,74470.07988318687
117,4729.5576308796,NA,NA,NA,NA,NA,NA,157589.70808978938
118,6681.05873143427,860.321139109058,NA,NA,NA,NA,NA,122102.3125598263
120,6681.05873143427,5161.92683465435,NA,NA,NA,NA,NA,189447.47916154758
121,4790.6960374528,4014.83198250894,NA,NA,NA,NA,NA,130018.01822736296
122,11976.740093632,9941.488718593564,NA,NA,NA,NA,NA,343947.14752915956
124,4729.5576308796,NA,NA,NA,NA,NA,NA,110416.11215543762
125,4729.5576308796,9176.75881716329,NA,NA,NA,NA,NA,145817.83207518124
126,2400,72937.2083257649,NA,NA,NA,NA,NA,402097.46241117583
127,22019.2945766377,3646.86041628824,NA,NA,NA,NA,NA,50443.642570536766
128,22019.2945766377,NA,NA,NA,NA,NA,NA,45800.870217707576
129,1199.43047433427,3646.86041628824,NA,NA,NA,NA,NA,24419.845246999426
130,22019.2945766377,1013.01678230229,NA,NA,NA,NA,NA,53883.4547069667
131,22019.2945766377,NA,NA,NA,NA,NA,NA,36140.97057268687
132,1199.43047433427,NA,NA,NA,NA,NA,NA,13635.54406713198
133,9853.23231423153,5750.78696672144,1590.89888679747,NA,NA,NA,NA,235755.41366385797
134,4195.41521895503,13598.7759699519,NA,NA,NA,NA,NA,96379.02872325976
135,6952.40236283977,17252.3609001643,NA,NA,NA,NA,NA,220959.64501527481
136,2685.06574013122,5750.78696672144,NA,NA,NA,NA,NA,109030.9926867796
137,5993.4503127929,1916.92898890715,NA,NA,NA,NA,NA,89263.1027775153
138,3596.07018767574,7936.08601407559,NA,NA,NA,NA,NA,81905.59313315962
139,19190.8875893483,4862.48055505099,NA,NA,1542.95687448622,NA,NA,286395.7188738427
140,1199.43047433427,NA,NA,NA,NA,NA,NA,72824.26016976747
141,2398.86094866853,NA,NA,NA,NA,NA,NA,35434.270450051816
142,2398.86094866853,NA,NA,NA,NA,NA,NA,62327.27968813072
143,3838.17751786965,NA,NA,NA,NA,NA,NA,49748.39774492046
144,2398.86094866853,NA,NA,NA,NA,NA,NA,42943.965599573494
145,2560.53711322729,NA,NA,NA,NA,NA,NA,36458.346036381765
146,2401.03948996531,NA,NA,NA,NA,NA,NA,45859.24595022527
147,12000,27897.6988036407,NA,NA,NA,NA,NA,257915.3695693648
148,2413.04468741514,11624.0411681836,NA,NA,NA,NA,NA,157375.71070394604
149,36372,8718.03087613771,NA,NA,NA,NA,NA,325462.5616163478
150,2560.53711322729,NA,NA,NA,NA,NA,NA,52997.29307871553
151,2560.53711322729,NA,NA,NA,NA,NA,NA,28990.638550362935
152,2560.53711322729,NA,NA,NA,NA,NA,NA,88277.84277382748
153,9354.03949782268,NA,NA,NA,NA,NA,NA,35521.80657307702
154,2158.9264472524,NA,NA,NA,NA,NA,NA,12015.232932467798
155,1079.4632236262,NA,NA,NA,NA,NA,NA,18273.122293872817
156,2590.71173670288,NA,NA,NA,NA,NA,NA,108792.5405013217
157,2302.34084696274,NA,NA,NA,NA,NA,NA,15334.314312489016
158,2266.87276961502,NA,NA,NA,NA,NA,NA,39522.06474004376
159,2698.6580590655,NA,NA,NA,NA,NA,NA,36462.2530835149
160,4797.72189733706,NA,NA,NA,NA,NA,NA,29059.746759731395
161,1199.43047433427,NA,NA,NA,NA,NA,NA,41664.41659372013
162,2398.86094866853,NA,NA,NA,NA,NA,NA,23219.07705562041
163,22019.2945766377,NA,NA,NA,NA,NA,NA,74137.627308974
164,22019.2945766377,12156.2013876275,NA,NA,NA,NA,NA,321667.02188443975
165,11076,21600,NA,NA,NA,NA,NA,261025.6077215891
166,16800,9600,NA,NA,NA,NA,NA,208359.58
167,14400,12000,NA,NA,NA,NA,NA,229317.74
168,3552,8400,NA,NA,NA,NA,NA,54662.8
169,2400,4800,NA,NA,NA,NA,NA,35541.08238698011
170,1200,NA,NA,NA,NA,NA,NA,43983.34160148976
171,5400,3600,NA,NA,NA,NA,NA,45224.9
172,8160,24000,NA,NA,NA,NA,NA,125908.96
173,6984,NA,NA,NA,NA,NA,NA,34870.84160148976
174,15348,4800,NA,NA,NA,NA,NA,101051.72
175,3600,NA,NA,NA,NA,NA,NA,51794.28398846987
176,4800,NA,NA,NA,NA,NA,NA,32285.22666666667
177,10794.7932762974,24674.7131889506,NA,NA,NA,NA,NA,349709.65388644725
178,9830.75502925477,74538.1960916217,NA,NA,NA,NA,NA,396935.7574347653
179,2158.95865525949,13365.4696440149,NA,NA,NA,NA,NA,126437.69469491011
180,6021.72605473682,14907.6392183243,NA,NA,NA,NA,NA,125546.98454409878
181,8738.44891489312,43180.7480806636,NA,NA,NA,NA,NA,259034.5748993628
182,32769.1834308492,18506.034891713,NA,NA,NA,NA,NA,353978.2757588962
183,10794.7932762974,14586.9556080363,NA,NA,NA,NA,NA,86058.28018143817
184,10923.0611436164,43180.7480806636,NA,NA,NA,NA,NA,574545.592586914
185,3600,6078.10069381374,NA,NA,NA,NA,NA,74060.86895635338
186,3358.40532813595,NA,NA,NA,NA,NA,NA,34080.483504756725
187,11466.5553346356,NA,NA,NA,NA,NA,NA,71354.36103212608
188,10399.0622124781,NA,NA,NA,NA,NA,NA,91195.70577771941
189,5997.15237167133,NA,NA,NA,NA,NA,NA,63931.454868552384
190,9595.44379467413,5470.29062443237,NA,NA,NA,NA,NA,95110.68040956391
191,2878.63313840224,NA,NA,NA,NA,NA,NA,50155.43359411404
192,4797.72189733706,7293.72083257649,NA,4630.4140948236,NA,NA,NA,146246.96452424198
193,12258.1794476962,11143.1846053252,NA,NA,NA,NA,NA,85705.73142368798
194,3838.17751786965,14372.768481303,NA,NA,NA,NA,NA,42325.075339688505
195,2400,18000,NA,NA,NA,NA,NA,99718.22
196,3600,6000,NA,NA,NA,NA,NA,48436.2
197,12000,48000,NA,NA,NA,NA,NA,435658.7864756763
198,2399.84080282854,6534.67163060122,NA,NA,NA,NA,NA,54002.521249470585
199,1200,NA,NA,NA,NA,NA,NA,19720.83799452718
200,1440,NA,NA,NA,NA,NA,NA,29385.85848965728
201,1200,NA,NA,NA,NA,NA,NA,7559.670383780371
202,3600,NA,NA,NA,NA,NA,NA,28811.417685597444
203,1440,1344.80606151123,NA,NA,NA,NA,NA,33701.32508791835
204,2400,NA,NA,NA,NA,NA,NA,38574.09748065566
205,2400,NA,NA,NA,NA,NA,NA,15570.650722869499
206,3600,NA,NA,NA,NA,NA,NA,25187.749072992
207,4200,NA,NA,NA,NA,NA,NA,16369.001087631834
208,4200,NA,NA,NA,NA,NA,NA,15497.04123891187
209,1199.92040141427,NA,NA,NA,NA,NA,NA,11913.47210261647
210,1199.92040141427,NA,NA,NA,NA,NA,NA,12062.652399397342
211,2399.84080282854,336.201515377807,NA,NA,NA,NA,NA,16252.940766300031
213,5521.27718316436,4588.37940858164,NA,NA,NA,NA,NA,108446.93764822242
214,15569.7621217216,28868.553778992868,NA,NA,NA,NA,NA,579379.5754935903
215,12048.6005341938,13562.5663069064,NA,NA,NA,NA,NA,156567.98269682206
216,23953.480187264,28868.553778992868,NA,NA,NA,NA,NA,313268.57611835364
217,4794.76025023432,NA,NA,NA,NA,NA,NA,44559.573824066545
218,1198.69006255858,NA,NA,NA,NA,NA,NA,28792.837648122193
219,2565.19673387536,NA,NA,NA,NA,NA,NA,51340.26603390272
220,3811.83439893629,6900.94436006573,NA,NA,NA,NA,NA,77642.21656454202
221,1198.69006255858,NA,NA,NA,NA,NA,NA,38365.121829448064
222,2541.22293262419,NA,NA,NA,NA,NA,NA,85461.45039843969
223,5082.44586524838,5750.78696672144,NA,NA,NA,NA,NA,121037.00855697303
224,3116.59416265231,NA,NA,NA,NA,NA,NA,38871.79243435563
225,1198.69006255858,NA,NA,NA,NA,NA,NA,62529.280166670585
226,4794.76025023432,NA,NA,NA,NA,NA,NA,89562.03262515772
227,NA,4984.01537115859,NA,NA,NA,NA,NA,43501.3728851992
228,17965.110140448,28677.3713036353,NA,NA,NA,NA,NA,442254.5676338199
229,12000,3011.123986881706,NA,NA,NA,NA,NA,118011.80473180172
230,10479.647581928,7360.52530126638,NA,NA,NA,NA,NA,196775.14981223442
231,1197.6740093632,NA,NA,NA,NA,NA,NA,21593.906102991095
232,16661.3313274253,3358.0208786005,NA,NA,NA,NA,NA,221731.97680772835
233,2393.86944359559,NA,NA,NA,NA,NA,NA,37189.71172737131
234,1196.9347217978,NA,NA,NA,NA,NA,NA,19103.399835597236
235,12000,NA,NA,NA,NA,NA,NA,57278.46757864957
236,7200,NA,NA,NA,NA,NA,NA,67904.46123109167
237,7181.60833078678,9415.007863822,NA,NA,NA,NA,NA,70887.10577267963
238,4787.73888719118,3453.9643322748,NA,NA,NA,NA,NA,23064.72517654864
239,2992.33680449449,NA,NA,NA,NA,NA,NA,33962.31926998859
240,3238.3896708786,NA,NA,NA,NA,NA,NA,12545.434555203672
241,1079.4632236262,NA,NA,NA,NA,NA,NA,31475.033880869654
242,1079.4632236262,NA,NA,NA,NA,NA,NA,24123.776727989163
243,2158.9264472524,NA,NA,NA,NA,NA,NA,24814.94738984636
244,1079.4632236262,NA,NA,539.7316118131,NA,NA,NA,27695.38483745362
245,2698.6580590655,5237.752178867819,NA,NA,NA,NA,NA,16541.433471762684
246,2158.9264472524,NA,NA,NA,NA,NA,NA,53772.86839717767
247,2158.9264472524,NA,NA,NA,NA,NA,NA,37294.03848858757
248,3238.3896708786,401.773378000773,NA,NA,NA,NA,NA,44387.116719760386
249,5987.84319498536,22974.7748746201,NA,NA,NA,NA,NA,170724.965100687
250,4790.27455598829,8902.72526391527,NA,NA,NA,NA,NA,101720.16553360963
251,13173.2550289678,19911.471558004,NA,NA,NA,NA,NA,148106.39847676188
252,6778.23849672343,NA,NA,NA,NA,NA,NA,33335.66023619773
253,3353.1921891918,17231.081155965,NA,NA,NA,NA,NA,125546.83587340431
254,3353.1921891918,13582.0027018908,NA,NA,NA,NA,NA,105819.60047587214
255,7951.8557629405605,NA,NA,NA,NA,NA,NA,53962.53170106941
256,6680.4709374276,NA,NA,NA,NA,NA,NA,56081.177882353106
257,5987.84319498536,2632.5262877168857,NA,NA,NA,NA,NA,52652.539189836236
258,2400,43192.9615208863,NA,NA,NA,NA,NA,416378.52489129076
259,2400,12081.9472785696,NA,NA,NA,NA,NA,121662.57855323532
260,2399.84080282854,NA,NA,NA,NA,NA,NA,47230.79568818301
262,2559.25879901644,NA,NA,NA,NA,NA,NA,39536.063699649414
263,2541.43141019543,2517.072349702,NA,NA,NA,NA,NA,144842.21164451574
264,2157.72695990225,NA,NA,NA,NA,NA,NA,15494.741933664927
265,1078.86347995113,NA,NA,NA,NA,NA,NA,38060.67247610922
266,1078.86347995113,NA,NA,NA,NA,NA,NA,14712.539869887587
267,1625.0165371319501,NA,NA,NA,NA,NA,NA,13943.978567124277
268,1078.86347995113,NA,NA,NA,NA,NA,NA,14540.104551822356
269,1078.86347995113,NA,NA,NA,NA,NA,NA,27456.83362504441
270,1078.86347995113,NA,NA,9170.33957958458,NA,NA,NA,50607.929938779474
271,1078.86347995113,1381.74951845169,NA,NA,NA,NA,NA,29314.376790201135
272,2157.72695990225,14410.9166898995,NA,NA,NA,NA,NA,46867.437433400984
273,3020.69895764762,17779.51637211377,NA,NA,NA,NA,NA,96603.41812455832
274,3476.20118141989,10466.432279433,NA,NA,NA,NA,NA,96073.98365753202
275,1198.69006255858,NA,NA,NA,NA,NA,NA,22188.99423876267
276,1198.69006255858,NA,NA,NA,NA,NA,NA,20409.44377012946
277,1198.69006255858,NA,NA,NA,NA,NA,NA,37835.560327005944
278,1198.69006255858,NA,NA,NA,NA,NA,NA,48760.513161954965
279,2852.88234888942,25591.0020019104,NA,NA,NA,NA,NA,153560.85022279614
280,4010.1631183778,26837.0058447001,NA,NA,NA,NA,NA,144537.05461040285
281,4794.76025023432,11501.5739334429,NA,NA,NA,NA,NA,141949.95740011366
282,1198.69006255858,2396.1612361339403,NA,NA,NA,NA,NA,108291.8169271211
283,6686.72664358693,19169.2898890715,NA,NA,NA,NA,NA,101947.5069814321
284,4495.08773459468,NA,NA,NA,NA,NA,NA,42710.411756092406
285,3311.82510647211,19713.9314455605,NA,NA,NA,NA,NA,159885.8862134747
286,3095.82510647211,10201.95952307756,NA,NA,NA,NA,NA,151079.1256050498
287,6693.05832899527,NA,NA,NA,NA,NA,NA,34342.868826904916
288,1655.82510647211,NA,NA,NA,649.74,NA,NA,36834.64320838856
289,6693.05832899527,NA,NA,NA,NA,NA,NA,32565.066946562005
290,1199.82510647211,NA,NA,NA,NA,NA,NA,16562.423487733515
291,2995.1997657931,NA,NA,NA,NA,NA,NA,15585.696999201567
292,3452.36313584361,NA,NA,NA,NA,NA,NA,26484.029044857307
293,1078.86347995113,NA,NA,NA,NA,NA,NA,20944.679907598544
294,3883.90852782406,NA,NA,NA,NA,NA,NA,30282.151518548628
295,1078.86347995113,NA,NA,NA,NA,NA,NA,60126.5017667873
296,1078.86347995113,NA,NA,NA,NA,NA,NA,36400.47154544482
297,3614.19265783627,NA,NA,NA,NA,NA,NA,27423.489929422132
298,3493.51245789953,41023.17862271462,NA,NA,NA,NA,NA,758912.1314047418
299,12005.1974498266,43869.1313687249,NA,NA,NA,NA,NA,369449.01903257304
300,4802.07897993062,4649.61646727344,NA,NA,NA,NA,NA,44826.749604998724
301,2400,4262.14842833399,NA,8436.69196403428,NA,NA,NA,311911.25407647196
302,2136.92514606913,11501.5739334429,NA,NA,NA,NA,NA,365191.56831488275
303,1200.51974498266,2712.27627257618,NA,NA,NA,NA,NA,146015.8427440776
304,16807.2764297572,17436.0617522754,NA,NA,NA,NA,NA,266789.09488451283
305,9604.15795986125,10461.63705136525,NA,1366.60638629924,NA,NA,NA,245104.52698113106
306,14406.2369397919,48433.5048674317,NA,NA,1445.18625351145,NA,NA,860781.1633190638
307,1200.51974498266,13948.8494018203,NA,NA,NA,NA,NA,258681.7387650471
309,10788.6347995113,24376.932765685,NA,NA,NA,NA,NA,208274.51981526037
310,6818.41719329112,3047.11659571062,NA,NA,NA,NA,NA,62480.01494393245
311,10788.6347995113,12188.4663828425,NA,NA,NA,NA,NA,136236.0399363024
312,10393.6102557766,10542.3608585804,NA,NA,NA,NA,NA,66497.41670787318
313,16792.026640679702,18234.3020814412,NA,NA,NA,NA,NA,316959.72345727513
314,2400,7293.72083257649,NA,NA,NA,NA,NA,279377.9838953067
315,2398.86094866853,9724.96111010199,NA,NA,NA,NA,NA,317107.4591744676
316,18000,11704.177289903359,1028.9809099608,9260.82818964719,NA,NA,NA,540680.957580975
317,2698.69831907436,1245.23537741102,NA,NA,NA,NA,NA,24210.400710382342
318,3238.43798288923,NA,NA,NA,NA,NA,NA,45912.61425539482
319,1079.47932762974,NA,NA,NA,NA,NA,NA,27120.85432342497
320,1079.47932762974,822.490439631688,NA,NA,NA,NA,NA,234167.0694477594
321,1079.47932762974,NA,NA,NA,NA,210.633189570848,NA,17870.281362525944
322,1079.47932762974,NA,NA,NA,NA,NA,NA,17461.684130373174
323,1079.47932762974,NA,NA,NA,NA,NA,NA,7372.648320993464
324,2158.95865525949,NA,NA,NA,NA,NA,NA,7985.954218024604
325,1079.47932762974,NA,NA,NA,NA,NA,NA,7991.744872861326
326,2640,14188.0852641335,NA,NA,NA,NA,NA,52837.66345925708
327,4800,NA,NA,NA,NA,NA,NA,72409.08
328,6600,16800,NA,NA,NA,NA,NA,68909.4
329,7200,NA,NA,NA,NA,NA,NA,105105.4
330,12000,11501.5739334429,NA,NA,NA,NA,NA,76916.54445855325
331,4800,NA,NA,NA,NA,NA,NA,22302.44160148976
333,9360,NA,NA,NA,NA,NA,NA,115989.13418556628
334,4800,1200,NA,NA,NA,NA,NA,42137.89566951567
335,4800,NA,NA,NA,NA,NA,NA,35253.68
336,6019.40069171379,NA,NA,NA,NA,NA,NA,75309.26726509606
337,6019.40069171379,NA,NA,NA,NA,NA,NA,112271.16110920481
338,3609.95445683417,NA,NA,NA,NA,NA,NA,74995.89893160088
339,6042.7498516572,5423.86972164126,NA,NA,NA,NA,NA,159650.60309217332
340,10790.6247351021,24431.8455929786,NA,NA,NA,NA,NA,155064.9410663434
341,14027.8121556328,18323.884194734,NA,NA,NA,NA,NA,253810.5670663304
342,2158.1249470204302,NA,NA,NA,NA,NA,NA,25129.758721084847
343,5395.31236755107,30539.8069912233,NA,NA,NA,NA,NA,191706.73337998794
344,4855.78113079597,34204.5838301701,NA,NA,NA,NA,NA,157963.48948417953
345,9711.56226159194,14659.1073557872,NA,NA,NA,NA,NA,274262.70007914037
346,5999.60200707136,NA,NA,NA,NA,NA,NA,56237.65479646041
347,11177.008555757,NA,NA,NA,NA,NA,NA,29559.612977909008
348,5399.64180636422,24163.8945571392,NA,NA,NA,NA,NA,168832.73869740445
349,2399.84080282854,9665.55782285568,NA,NA,NA,NA,NA,51376.86796072921
350,4199.72140494995,NA,NA,NA,NA,NA,NA,111966.75348935273
351,2399.84080282854,NA,NA,NA,NA,NA,NA,20663.54180003022
352,5999.60200707136,NA,NA,NA,NA,NA,NA,124024.15243643179
353,1199.92040141427,19331.1156457114,NA,NA,NA,NA,NA,125937.62163530785
354,2399.84080282854,10873.7525507126,NA,NA,NA,NA,NA,33910.557609631585
355,7200,8000,NA,NA,NA,NA,NA,750969.1559977069
356,7560,26000,NA,NA,NA,NA,NA,154259.07805649578
357,6000,20000,NA,NA,NA,NA,NA,80062.05805649578
358,4316.2498940408605,NA,NA,NA,NA,NA,NA,60893.798017196255
359,3237.18742053065,NA,NA,NA,NA,NA,NA,24470.750964820112
360,2158.1249470204302,2443.18455929786,NA,NA,NA,NA,NA,67540.9554362373
361,5395.31236755107,NA,NA,NA,NA,NA,NA,154827.6064097699
362,2697.65618377554,NA,NA,NA,NA,NA,NA,37297.88205937983
363,1310.76733723397,NA,NA,NA,NA,NA,NA,32605.885797427047
364,1079.06247351022,NA,NA,NA,NA,NA,NA,35300.059394333344
366,4316.2498940408605,NA,NA,NA,NA,NA,NA,51187.25731189852
367,4316.2498940408605,9161.94209736699,NA,NA,NA,NA,NA,69296.14481274813
368,8632.4997880817209,NA,NA,NA,NA,NA,NA,128429.0606193998
369,3021.3749258286,6107.96139824466,NA,NA,NA,NA,NA,73443.32725653521
370,1200.51974498266,NA,NA,NA,NA,NA,NA,35391.50825836533
371,1200.51974498266,NA,NA,NA,NA,NA,NA,17818.628406186086
372,4802.07897993062,23248.0823363672,NA,NA,NA,NA,NA,94099.99452128881
373,6696.9332738048,NA,NA,NA,NA,NA,NA,40807.09720861703
374,2136,968.670097348634,NA,NA,NA,NA,NA,45791.21238412878
375,1200.51974498266,NA,NA,NA,NA,NA,NA,22867.762885542223
376,1200.51974498266,NA,NA,NA,NA,NA,NA,17756.946269340337
377,9604.15795986125,5812.0205840918,NA,NA,NA,NA,NA,62269.29789865684
378,1200.51974498266,NA,NA,NA,NA,NA,NA,39255.79333116403
379,4802.07897993062,4649.61646727344,NA,NA,NA,NA,NA,59917.49891306834
380,4802.07897993062,NA,NA,NA,NA,NA,NA,29127.113792570995
381,4802.07897993062,5812.0205840918,NA,NA,NA,NA,NA,88774.21783157472
382,3601.55923494797,NA,NA,NA,NA,NA,NA,72376.61283209297
383,3601.55923494797,NA,NA,NA,NA,NA,NA,38261.30899317304
385,7192.14037535149,NA,NA,NA,NA,NA,NA,85638.6211679288
