"Income_Group_10","mean"
1,0.087217170776956
2,0.0855906357391755
3,0.0903912046699304
4,0.0899029202401455
5,0.0917182693611367
6,0.0939367436243852
7,0.0964917386794108
8,0.104779537966944
9,0.115072569770947
10,0.123341677460462
