"electricitycon","1","2","3","4","5"
"1",0.0905925414003553,0.0925356993976354,0.0949927565880674,0.101216118515174,0.118993976798235
"2",0.0609578852428151,0.0696260154794183,0.0675541180576325,0.0827237662380834,0.157466341139879
