"electricityfree","1","2","3","4","5"
"1",0.0925146255249282,0.0935003724889657,0.0977306300573209,0.111894992207289,0.130783153293093
"2",0.0901173742769466,0.0927059577923084,0.0950247426267037,0.1006757271403,0.11901453354403
