hh_id,hh_size,hh_weights,province,urban_1,electricitycon,electricitymains,electricitysource,electricityfree,cookingsource,lightingsource,heatingsourcewater,heatingsourcespace,income,consumption,education_hhh,own_stove,own_vehicle,gender_hhh,ethnicity_hhh
11326,1,1161.3177764,5,1,1,1,8,3,1,1,1,11,42000,32012.605366,10,1,3,1,1
11327,6,1024.4222151,5,1,1,1,8,2,1,1,1,1,61920,52095.06,12,1,3,2,2
11328,1,925.58562431,5,1,1,1,8,2,1,1,1,11,88344,52785.96,21,1,3,2,1
11329,8,532.41934488,5,1,1,1,8,2,5,1,1,5,394912.5,243180.57185,9,1,1,1,2
11330,1,1193.3657833,5,1,1,1,8,2,1,1,1,1,160000,49468.56,24,1,3,2,1
11331,2,1193.3657833,5,1,1,1,8,3,1,1,1,11,21760,34549.2,24,1,3,2,1
11332,2,1193.3657833,5,1,1,1,8,1,1,1,1,11,18500,33313.76,24,1,3,2,1
11333,1,1161.3177764,5,1,1,1,8,1,1,1,1,1,48000,43369.9,32,1,3,1,1
11334,4,1040.6316172,5,1,1,1,8,3,1,1,1,1,121780,197488.66,12,1,1,1,1
11335,4,748.1742207,5,1,1,1,8,2,1,1,1,5,631217,474030.59185,14,1,1,1,2
11336,5,611.44821496,5,1,1,1,8,2,1,1,1,3,151360.5,390981.56,21,1,1,1,2
11337,5,1193.3657833,5,1,1,1,8,2,1,1,1,1,161000,70600.21,25,1,3,2,1
11338,2,1139.1218841,5,1,1,1,8,1,1,1,1,11,16440.211368,25912.682347,15,1,3,2,1
11339,5,785.8319591,5,1,1,1,8,1,1,1,1,4,42634.67402,46451.508395,7,1,3,1,1
11340,2,785.8319591,5,1,1,1,8,1,1,1,1,4,35965.740539,27249.816293,98,1,3,1,1
11341,6,883.51355048,5,1,1,1,8,2,3,7,9,4,27499.989924,18481.20486,10,1,3,2,1
11342,4,883.51355048,5,1,1,1,8,1,1,1,1,4,119565.17358,80164.947136,13,1,3,2,1
11343,3,812.20391083,5,1,1,1,8,1,1,1,1,4,97277.029391,24461.427162,13,1,3,2,1
11344,6,781.55276058,5,1,1,1,8,2,1,1,4,4,140546.26411,59163.409295,6,1,3,2,1
11345,10,1139.1218841,5,1,2,8,8,8,3,4,3,11,58387.659767,26136.794489,12,1,3,2,1
11346,4,883.51355048,5,1,2,8,8,8,3,4,4,4,41728.245581,53454.52916,13,1,3,2,1
11347,3,883.51355048,5,1,1,1,8,3,4,1,4,4,40836.589071,7736.323954,6,1,3,2,1
11348,1,1108.5306047,5,1,1,1,8,1,1,1,1,4,32282.596868,13529.082116,12,1,3,1,1
11349,1,993.33018002,5,1,1,1,8,1,1,1,1,1,41847.810754,12941.741377,12,1,3,1,1
11350,1,993.33018002,5,1,1,1,8,1,1,1,1,11,29891.293396,115849.51207,13,1,3,1,1
11351,3,1048.8806844,5,2,2,8,8,8,3,7,3,11,22743.638196,12537.516921,10,1,3,2,1
11352,2,813.5216349,5,2,1,1,8,1,1,1,1,4,7262.878008,10993.316919,14,1,3,2,1
11353,4,813.5216349,5,2,1,1,8,1,3,1,1,4,30735.624624,35763.246627,5,1,3,2,1
11354,1,813.5216349,5,2,1,1,8,1,1,1,1,4,3812.170496,17122.354,13,3,3,2,1
11355,6,914.63859452,5,2,1,1,8,1,3,1,3,4,80055.580417,45814.195666,12,1,3,1,1
11356,3,914.63859452,5,2,1,1,8,1,3,1,1,4,69639.969621,40357.521989,10,1,3,1,1
11357,5,813.5216349,5,2,1,1,8,1,1,1,1,4,29663.451672,44010.455033,14,1,3,2,1
11358,1,914.63859452,5,2,1,1,8,1,1,1,1,4,16773.449194,15818.551711,9,1,3,1,1
11359,5,813.5216349,5,2,1,1,8,1,1,1,1,4,28448.221338,25226.558697,11,1,3,2,1
11360,2,895.95902779,5,5,1,1,8,2,1,1,1,5,141873.96897,361717.08972,12,1,1,1,1
11361,10,771.57193855,5,5,1,1,8,1,5,1,5,5,56628.014924,39374.382707,10,1,3,1,2
11362,3,1197.6357688,5,5,1,1,8,2,1,1,1,1,141873.96897,63795.485701,27,1,3,1,1
11363,2,630.57008848,5,5,1,1,8,1,5,1,5,5,19602.849965,37500.860193,4,1,3,1,2
11364,3,841.23368055,5,5,1,1,8,1,1,1,1,5,19386.098068,23958.259815,8,1,3,2,2
11365,9,844.37501074,5,5,2,8,8,8,5,7,3,5,24709.716263,33874.930787,7,1,3,2,1
11366,7,640.49265794,5,5,1,1,8,1,1,1,1,6,226141.06605,27967.802098,26,1,2,2,1
11367,1,874.1717492,5,5,1,1,8,1,1,1,1,11,5711.023837,31734.181881,13,1,2,1,1
11368,1,400.77398235,5,5,1,1,8,1,1,1,1,1,20982.180219,10022.791559,98,1,2,1,2
11369,4,696.7264436,5,5,9,9,9,9,99,99,99,99,6660.194655,35666.45203,13,1,2,2,1
11370,5,640.49265794,5,5,1,1,8,1,1,1,5,5,19977.239606,28516.402903,9,1,2,2,1
11371,1,771.12481863,5,5,1,1,8,2,1,1,1,1,5428.649785,29433.605003,12,1,2,2,2
11372,7,783.32630356,5,5,1,1,8,1,1,1,1,6,38669.863493,62613.85016,28,1,2,1,1
11373,5,696.7264436,5,5,1,1,8,1,1,1,1,1,30854.243894,41370.005703,9,1,2,2,1
11374,2,783.32630356,5,5,1,1,8,1,1,1,1,1,7438.40193,29474.720599,3,1,2,1,1
11375,1,874.1717492,5,5,1,1,8,2,1,1,1,1,6305.509732,31914.152593,11,1,2,1,1
11376,1,783.32630353,5,5,1,1,8,2,1,1,1,3,15953.962084,26576.252849,13,2,2,1,1
11377,2,874.17174916,5,5,1,1,8,2,1,1,1,4,8207.83108,20514.967551,13,1,2,1,1
11378,3,898.2956047,5,5,1,1,8,1,1,1,1,4,8432.061188,47797.542121,13,1,2,2,1
11379,5,640.49265791,5,5,1,1,8,1,1,1,3,11,22028.559556,40719.480408,8,1,3,2,1
11380,1,898.2956047,5,5,1,1,8,1,1,1,1,5,19049.683077,28031.92179,11,1,3,2,1
11381,8,696.72644357,5,5,1,1,8,2,1,1,1,11,94668.594418,28455.118347,10,3,3,2,1
11382,2,874.17174916,5,5,1,1,8,2,1,1,1,11,8309.753856,20233.619369,13,3,3,1,1
11383,3,696.72644357,5,5,1,1,8,1,1,1,6,6,8513.599409,24057.124995,13,9,3,2,1
11384,2,696.72644357,5,5,1,1,8,1,1,1,1,4,27305.427963,50146.910003,27,1,3,2,1
11385,1,874.17174916,5,5,1,1,8,2,1,1,1,11,7495.390873,26028.940721,12,1,3,1,1
11386,2,474.807116,5,4,1,1,8,2,1,1,5,5,21868.011466,17814.917716,9,1,2,1,1
11387,9,465.01955489,5,4,1,1,8,2,1,1,5,5,25012.973625,15435.471024,98,1,2,2,1
11388,11,465.01955489,5,4,1,1,8,2,5,1,5,5,37125.289213,20789.309099,6,2,2,2,1
11389,1,447.47053296,5,4,1,1,8,2,1,1,1,1,16796.076115,10347.083454,2,2,2,2,1
11390,7,447.47053296,5,4,1,1,8,1,5,1,5,5,25096.930714,22769.083855,98,2,2,2,1
11391,9,474.807116,5,4,1,1,8,2,5,1,5,5,106699.0039,24048.909185,98,2,2,1,1
11392,2,447.47053296,5,4,1,1,8,1,1,1,5,5,25056.353442,14270.203696,3,2,2,2,1
11393,5,447.47053296,5,4,1,1,8,2,5,1,5,5,19476.97859,23557.309923,98,2,2,2,1
11394,1,474.807116,5,4,1,2,9,2,5,7,5,5,6593.69484,13848.25081,11,2,2,1,1
11395,4,505.84720476,5,4,1,1,8,2,1,1,5,5,32752.130163,51180.471471,8,1,2,2,1
11396,2,505.84720476,5,4,1,1,8,2,1,1,5,5,8021.102834,27781.779475,8,2,2,2,1
11397,4,505.84720476,5,4,1,1,8,2,1,1,5,5,2859.592905,53854.990358,7,2,2,2,1
11398,5,465.01955489,5,4,1,1,8,2,5,1,1,5,76011.150442,25233.925603,25,2,2,2,1
11399,2,447.47053296,5,4,1,1,8,2,1,1,1,5,24950.047339,30760.355235,98,2,2,2,1
11400,8,447.47053296,5,4,1,1,8,2,5,1,5,5,32152.753213,24972.528763,98,2,2,2,1
11401,7,449.92054701,5,4,1,1,8,2,5,1,5,5,56238.893775,28997.520662,98,1,2,1,1
11402,5,447.47053296,5,4,1,1,8,2,1,1,5,5,18889.566013,66406.728199,4,1,2,2,1
11403,2,474.807116,5,4,1,1,8,2,1,1,1,1,1587.725724,12164.819161,7,2,2,1,1
11404,2,522.2878276,5,4,1,1,8,1,5,1,5,5,18129.660756,110492.50385,6,1,1,1,1
11405,2,511.52151038,5,4,1,1,8,2,1,1,5,5,18759.683265,20180.011015,98,1,1,2,1
11406,7,522.2878276,5,4,1,1,8,2,1,1,5,5,23747.842898,66007.134908000007,9,2,2,1,1
11407,5,511.52151038,5,4,1,1,8,2,5,1,5,5,17929.011394,77736.291597,98,1,2,2,1
11408,4,511.52151038,5,4,1,1,8,2,1,1,1,1,31196.827869,37551.088601,9,1,2,2,1
11409,5,556.43192523,5,4,1,1,8,2,1,1,5,1,34350.138709,97879.084684,2,2,2,2,1
11410,4,492.21758626,5,4,1,1,8,2,1,1,5,5,18992.453014,23777.78553,98,1,2,2,1
11411,1,492.21758626,5,4,1,1,8,2,1,1,5,5,16610.753329,14958.167187,7,1,2,2,1
11412,2,511.52151038,5,4,2,8,8,8,4,7,4,11,21299.920679,27843.861914,98,1,2,2,1
11413,6,556.43192523,5,4,1,1,8,2,1,1,5,5,5175.721443,16718.294297,8,1,2,2,1
11414,4,568.72166215,5,4,1,1,8,2,1,1,5,5,78094.25,1108716.47,13,1,1,1,1
11415,11,505.84720476,5,4,1,1,8,2,5,1,5,5,32608.144231,41464.07,13,1,2,2,1
11416,6,447.47053296,5,4,1,1,8,2,1,1,1,5,34897.25,20878.27,1,1,2,2,1
11417,10,474.807116,5,4,1,1,8,2,5,1,5,5,36757.25,67451.074719,9,1,2,1,1
11418,5,568.72166215,5,4,1,1,8,9,1,1,5,5,14497.25,200651.25,4,1,1,1,1
11419,1,568.72166215,5,4,1,1,8,2,1,1,1,5,11497.25,17714.83,4,1,2,1,1
11420,4,474.807116,5,4,1,1,8,2,1,1,1,5,38497.25,236817.65472,9,1,2,1,1
11421,7,505.84720476,5,4,1,1,8,2,1,1,5,5,2730.25,14835.47,6,1,2,2,1
11422,9,447.47053296,5,4,2,8,8,8,5,7,5,5,25975.25,14676.25,98,1,2,2,1
11423,6,449.92054701,5,4,2,8,8,8,5,7,5,5,36597.25,42376.25,7,2,2,1,1
11424,9,447.47053296,5,4,1,1,8,2,5,1,5,5,19060.25,33193.73,98,1,2,2,1
11425,4,465.01955489,5,4,1,1,8,9,5,1,1,5,13657.25,50050.75,98,1,2,2,1
11426,1,568.72166215,5,4,1,1,8,2,5,1,5,5,5497.25,18734.357905,12,2,2,1,1
11427,3,465.01955489,5,4,2,8,8,8,5,7,5,5,19870.25,14426.05,98,2,2,2,1
11428,7,447.47053296,5,4,1,1,8,2,5,1,5,1,39197.25,27860.99,98,1,2,2,1
11429,6,449.92054701,5,4,1,1,8,2,5,1,5,5,36097.25,86273.17,3,1,2,1,1
11430,5,652.19330323,5,4,1,1,8,2,5,1,5,5,3670.25,18535.57,9,1,2,2,1
11431,9,447.47053296,5,4,1,1,8,2,5,1,5,5,49467.25,35525.93,98,1,2,2,1
11432,10,511.52151038,5,4,2,8,8,8,5,7,5,5,89129.838485,48536.929133,98,2,2,2,1
11433,7,492.21758626,5,4,2,8,8,8,5,7,5,5,54465.570514,12281.325805,98,2,2,2,1
11434,6,494.91260171,5,4,2,8,8,8,5,7,5,5,35304.708235,25284.782018,2,2,2,1,1
11435,1,556.43192523,5,4,1,1,8,2,1,1,1,1,24331.103105,47799.376242,26,1,2,2,1
11436,9,492.21758626,5,4,1,1,8,2,5,1,5,5,19351.004175,21664.848479,98,2,2,2,1
11437,10,522.2878276,5,4,9,9,9,9,5,7,5,5,49982.478287,19162.576333,2,2,2,1,1
11438,10,511.52151038,5,4,1,1,8,2,5,1,5,5,3121.530255,43988.736072,98,2,2,2,1
11439,1,494.91260171,5,4,2,8,8,8,5,7,5,5,19085.107658,6310.554879,10,1,2,1,1
11440,5,492.21758626,5,4,2,8,8,8,5,7,5,5,47849.20518,59579.715765,98,2,2,2,1
11441,4,494.91260171,5,4,2,8,8,8,5,7,5,5,34290.759575,20556.280772,98,2,2,1,1
11442,6,760.1906409,5,1,2,8,8,8,5,7,5,11,97851.534302,48044.232119,4,1,3,1,1
11443,2,744.52025159,5,1,2,8,8,8,4,7,5,11,10192.277637,32068.080391,3,1,3,2,1
11444,1,1016.1530543,5,1,1,1,8,2,1,1,1,1,61153.665822,35164.675591,12,1,3,1,1
11445,2,1016.1530543,5,1,1,2,2,2,2,2,2,11,112283.31275,64695.726387,98,9,9,1,1
11446,1,1016.1530543,5,1,9,9,9,9,99,99,99,99,101362.09182,40455.540464,13,9,9,1,1
11447,2,537.77267666,5,1,1,1,8,2,1,1,1,1,31565.800015,79794.913989,10,1,3,1,3
11448,4,465.01955489,5,4,1,1,8,2,1,1,1,11,106129.29499,46387.48603,98,1,3,2,1
11449,11,449.92054701,5,4,1,1,8,2,5,1,5,11,66586.743765,71975.35007,5,1,3,1,1
11450,1,634.67855981,5,4,1,1,8,2,1,1,1,1,219117.26692,73438.216224,24,1,1,1,1
11451,6,474.807116,5,4,1,1,8,2,1,1,1,11,44190.888246,71963.569859,13,3,1,1,1
11452,10,505.84720476,5,4,1,1,8,2,1,1,1,11,17718.985439,56880.768217,98,1,3,2,1
11453,1,465.01955489,5,4,2,8,8,8,5,7,5,11,17607.397942,14704.976474,98,3,3,2,1
11454,5,505.84720476,5,4,1,1,8,2,4,1,4,11,91378.635917,75537.590552,3,1,3,2,1
11455,2,652.19330323,5,4,1,1,8,2,1,1,1,11,52341.542476,32954.313142,13,1,3,2,1
11456,11,568.72166215,5,4,1,1,8,2,1,1,1,1,288817.92871,255309.39373,12,1,1,1,1
11457,5,447.47053296,5,4,1,1,8,2,1,1,1,11,61220.846802,33721.38118,98,1,3,2,1
11458,6,505.84720476,5,4,1,1,8,2,1,1,1,11,55854.502626,82074.604055,9,1,1,2,1
11459,8,1291.3842574,5,4,1,1,8,2,1,1,1,1,108257.38851,88657.093373,9,1,3,2,1
11460,5,1342.0301189,5,4,1,1,8,2,5,1,5,5,42767.862438,32215.073665,2,1,3,2,1
11461,4,1291.3842574,5,4,1,1,8,1,1,1,1,1,47349.551181,136551.70367,2,1,3,2,1
11462,15,1298.454912,5,4,1,1,8,2,1,1,1,1,132569.03001,148612.8033,8,1,3,1,1
11463,6,1459.8572839,5,4,1,2,1,2,2,2,2,11,246759.58842,64717.679641,12,9,3,2,1
11464,7,1370.2766769,5,4,1,2,1,2,1,1,1,11,50020.238425,55795.587334,10,1,3,1,1
11465,3,739.1485326,5,1,1,1,8,2,1,1,1,1,22531.891274,28135.534286,7,1,3,2,1
11466,6,804.04407769,5,1,1,1,8,2,1,1,1,1,81036.951997,80749.738748,13,1,3,2,1
11467,4,903.98302097,5,1,1,1,8,2,1,1,1,1,91651.550593,156746.58614,12,1,1,1,1
11468,5,739.1485326,5,1,1,1,8,2,1,1,1,11,27684.451473,45152.109369,98,1,3,2,1
11469,2,1008.8215027,5,1,1,1,8,2,1,1,1,11,14261.64886,31440.456295,12,1,3,1,1
11470,5,739.1485326,5,1,1,1,8,2,1,1,1,1,189829.20108,68747.718982,11,1,3,2,1
11471,6,903.98302097,5,1,1,1,8,2,1,1,1,1,150501.92609,224541.29705,13,1,1,1,1
11472,1,804.04407769,5,1,1,1,8,2,1,1,1,11,9989.324376,11877.636515,11,1,3,2,1
11473,4,754.70585994,5,1,1,1,8,2,1,1,1,1,25447.293529,27939.717923,12,1,3,1,1
11474,1,2964.7735132,5,1,1,1,8,2,1,1,1,1,15600,59575.408511,11,1,3,2,4
11475,1,1711.220368,5,1,1,1,8,2,3,1,1,1,201756.25,95003.922746,17,1,1,1,4
11476,2,1711.220368,5,1,1,1,8,2,3,1,1,1,96356.25,158494.40898,13,1,1,1,4
11477,1,1992.0974611,5,1,1,1,8,2,3,1,1,1,154345,215527.43158,13,1,1,2,4
11478,3,2964.7735132,5,1,1,1,8,2,1,1,1,1,580025,203993.19608,11,1,1,2,4
11479,13,834.12510449,5,4,1,1,8,2,1,1,1,1,200554.49974,77515.400935,24,1,3,1,1
11480,5,834.12510449,5,4,1,1,8,2,1,1,1,11,76470.108426,80226.954649,13,1,1,1,1
11481,1,696.38377014,5,4,1,1,8,2,1,1,1,11,48714.049701,8600.592913,11,3,3,1,1
11482,7,696.38377014,5,4,1,1,8,2,1,1,1,11,29003.107642,24778.25314,9,1,3,1,1
11483,9,682.02868051,5,4,1,1,8,2,1,1,1,11,83699.744607,63315.129388,3,1,3,2,1
11484,9,696.38377014,5,4,1,1,8,2,1,1,1,11,24182.951639,83138.562699,25,1,3,1,1
11485,4,696.38377014,5,4,1,1,8,2,1,1,1,1,146027.73946,95060.440113,13,1,1,1,1
11486,7,834.12510449,5,4,1,2,1,2,1,1,1,11,44662.31085,32701.116211,11,1,3,1,1
11487,2,930.86188773,5,4,1,1,8,2,1,1,1,11,41695.614801,44101.364494,13,1,3,1,1
11488,8,745.36377512,5,4,1,1,8,2,1,1,1,11,16314.561633,8298.231853,8,1,3,2,1
11489,3,542.636704,5,4,1,1,8,2,1,1,1,11,103573.76298,75864.341164,6,1,3,1,1
11490,3,649.96761389,5,4,1,1,8,2,1,1,1,11,78147.343161,91924.137391,12,1,3,1,1
11491,8,531.45091988,5,4,1,1,8,2,1,1,1,11,95171.364826,91716.666469,11,1,3,2,1
11492,1,531.45091988,5,4,1,1,8,2,1,1,1,11,21759.523102,21298.145,5,1,3,2,1
11493,1,725.3469255,5,4,1,1,8,2,1,1,1,11,16220.735403,12580.862214,5,2,3,1,1
11494,2,531.45091988,5,4,1,1,8,2,3,1,1,11,215363.05789,167844.41626,25,1,1,2,1
11495,3,773.52753412,5,1,1,1,8,2,1,1,1,11,81107.601857,57448.040735,8,1,3,2,1
11496,6,748.41138962,5,1,1,1,8,2,1,1,1,11,73172.824558,149075.59125,9,1,1,1,1
11497,5,946.02874287,5,1,1,1,8,2,1,1,1,11,161715.50559,287302.97399,13,1,3,1,1
11498,6,946.02874287,5,1,1,1,8,2,1,1,1,11,188820.48662,49983.799736,10,1,3,1,1
11499,4,744.33596246,5,1,1,1,8,2,1,1,1,11,21231.704469,50553.222843,2,1,3,2,1
11500,3,773.52753412,5,1,1,1,8,2,1,1,1,11,93409.569855,71528.143899,13,1,3,2,1
11501,2,946.02874287,5,1,1,1,8,2,1,1,1,11,112149.27292,76307.850144,13,1,3,1,1
11502,9,789.80845808,5,1,1,1,8,2,3,1,1,11,437624.73025,123435.66469,10,1,3,1,1
11503,7,567.61724572,5,1,1,1,8,2,1,1,1,11,183086.76826,84564.394886,13,1,3,1,1
11504,5,446.60157747,5,1,1,1,8,2,1,1,1,11,97288.133245,60928.533211,8,1,3,2,1
11505,8,464.11652047,5,1,1,1,8,2,1,1,1,11,110144.28114,99624.371838,98,1,3,2,1
11506,10,446.60157747,5,1,1,1,8,2,1,1,1,11,68013.162837,116117.02806,9,1,3,2,1
11507,8,464.11652047,5,1,1,1,8,2,1,1,1,11,48792.162221,76011.910909,7,1,3,2,1
11508,1,504.86488599,5,1,1,1,8,1,1,1,1,11,21690.0126,20851.25617,7,1,3,2,1
11509,3,504.86488599,5,1,1,1,8,2,1,1,1,11,20500.343944,36860.582458,13,1,3,2,1
11510,3,504.86488599,5,1,1,1,8,2,1,1,1,11,76787.789301,110450.52118,12,1,3,2,1
11511,4,633.44605985,5,1,1,1,8,2,3,1,1,11,81266.738752,79509.430406,13,1,1,1,1
11512,7,449.04683377,5,1,1,1,8,2,1,1,1,11,35588.550867,75129.413771,13,1,1,1,1
11513,3,473.88507485,5,1,1,1,8,9,1,1,1,11,225512.19308,574147.3843,13,1,1,1,1
11514,10,446.60157747,5,1,1,1,8,1,1,1,5,11,36894.069825,49377.505494,98,1,3,2,1
11515,11,449.04683377,5,1,1,1,8,2,1,1,3,10,366329.75317,251420.22551,98,1,1,1,1
11516,1,504.86488599,5,1,1,1,8,2,1,1,1,11,36286.546843,42851.373004,11,1,3,2,1
11517,10,449.04683377,5,1,1,1,8,3,4,1,1,11,215760.64147,134221.85702,98,1,1,1,1
11518,10,446.60157747,5,1,1,1,8,2,1,1,1,11,63149.377018,120647.98679,98,1,3,2,1
11519,1,633.44605985,5,1,1,1,8,2,1,1,1,1,18677.609855,43578.239515,11,1,1,1,1
11520,4,473.88507485,5,1,1,1,8,2,3,1,1,11,40705.981661,100344.19713,10,1,3,1,1
11521,5,504.86488599,5,1,1,1,8,2,1,1,1,11,178964.7382,6123.939619,10,1,3,2,1
11522,5,504.86488599,5,1,1,1,8,2,1,1,1,11,61910.941949,54230.818382,13,1,3,2,1
11523,19,504.86488599,5,1,1,1,8,2,3,1,1,1,197967.65613,131013.36764,11,1,3,2,1
11524,4,567.61724572,5,1,1,1,8,1,1,1,1,11,189206.89122,58062.702921,13,1,2,1,1
11525,2,1651.9212769,5,1,1,1,8,2,1,1,1,1,248082.79674,182796.31943,27,1,1,2,1
11526,2,1669.6570832,5,1,1,1,8,2,1,1,1,1,311430.55993,209935.49239,23,2,1,1,4
11527,10,649.76312866,5,1,1,1,8,2,1,1,1,11,81195.577564,186013.03448,11,1,3,2,1
11528,3,663.43910478,5,1,1,1,8,1,1,1,1,11,47023.255131,31255.23996,32,1,3,1,1
11529,18,706.81084038,5,1,1,1,8,2,1,1,1,1,500273.82095,196257.02196,13,1,2,2,1
11530,6,706.81084038,5,1,1,1,8,2,1,1,1,11,58236.45414,49581.199699,11,1,2,2,1
11531,8,663.43910478,5,1,1,1,8,2,1,1,1,11,107115.61473,81756.956561,11,1,3,1,1
11532,5,1261.9940418,5,4,1,1,8,1,1,1,1,11,8041.518631,28515.304488,13,1,3,2,1
11533,6,1100.4764163,5,4,1,1,8,2,1,1,1,11,89946.031014,56104.004677,14,1,3,1,1
11534,7,865.85548128,5,4,1,1,8,2,1,1,1,11,17512.168528,29459.327343,98,1,3,2,1
11535,2,1261.9940418,5,4,1,2,1,2,1,1,1,11,9992.338238,10689.70456,12,1,3,2,1
11536,3,978.81434121,5,4,1,1,8,2,1,1,1,11,63560.639883,13710.397217,9,1,3,2,1
11537,2,978.81434121,5,4,1,1,8,1,1,1,1,1,8526.565792,18034.125018,13,1,3,2,1
11538,6,1261.9940418,5,4,1,1,8,2,1,1,1,11,128771.6826,70615.083736,24,1,3,2,1
11539,8,870.59625846,5,4,1,1,8,2,4,1,5,11,61112.717664,44427.407924,5,1,3,1,1
11540,6,942.45304014,5,4,1,1,8,2,1,1,1,11,205148.6413,310964.69,12,1,1,1,1
11541,7,741.52259748,5,4,1,1,8,2,1,1,1,11,232090.13889,74631.79,98,1,3,2,1
11542,2,942.45304014,5,4,1,1,8,2,1,1,1,11,48772.758621,39500.08,13,1,3,1,1
11543,3,786.82322081,5,4,1,1,8,2,1,1,1,11,204236.25,105892.25,29,1,3,1,1
11544,3,838.26108217,5,4,1,1,8,1,1,1,1,11,26351.25,11319.25,8,1,3,2,1
11545,16,838.26108217,5,4,1,1,8,2,4,1,1,11,176396.25,80793.25,8,1,3,2,1
11546,3,786.82322081,5,4,1,1,8,2,1,1,1,11,53129.945652,64609.25,11,1,3,1,1
11547,8,696.63516789,5,4,1,1,8,2,1,1,1,11,69846.25,41690.25,7,1,3,2,2
11548,4,464.11652047,5,1,1,1,8,2,1,1,1,1,57045.831414,40649.411439,12,1,3,2,1
11549,7,473.88507485,5,1,1,1,8,2,3,1,3,11,219856.77474,141459.72968,13,1,3,1,1
11550,7,650.9267909,5,1,1,1,8,9,1,1,1,1,54799.445936,45773.550772,23,1,3,2,1
11551,2,446.60157747,5,1,1,1,8,2,1,1,1,11,40929.560573,28178.482588,9,1,3,2,1
11552,5,473.88507485,5,1,1,1,8,2,1,1,4,1,247038.34458,179686.4459,9,1,1,1,1
11553,1,633.44605985,5,1,1,1,8,2,1,1,1,1,2481.881833,16616.466882,13,1,3,1,1
11554,5,504.86488599,5,1,1,1,8,2,1,1,1,11,21443.45904,14744.640309,10,1,3,2,1
11555,1,449.04683377,5,1,1,1,8,2,1,1,1,11,30199.033203,45650.126714,9,2,3,1,1
11556,1,473.88507485,5,1,1,1,8,2,1,1,1,1,29067.295087,22880.66473,9,1,3,1,1
11557,9,464.11652047,5,1,1,1,8,1,1,1,1,1,167843.07,37103.624803,32,2,3,2,1
11558,1,1768.3850044,5,2,1,2,1,2,1,1,1,1,18749.365508,6983.708225,8,1,2,1,1
11559,5,1584.611365,5,2,1,1,8,1,1,1,1,11,92873.600875,19454.021954,9,1,3,1,1
11560,1,1768.3850044,5,2,1,1,8,1,1,1,1,11,12221.508577,14984.578702,11,1,3,1,1
11561,4,1817.1857857,5,2,1,1,8,1,1,1,1,11,32517.209216,20071.186134,12,1,3,2,1
11562,1,1768.3850044,5,2,1,2,1,2,1,1,1,11,38402.171146,16913.856546,10,1,3,1,1
11563,1,1817.1857857,5,2,1,1,8,1,1,1,1,11,21716.573203,15744.214327,10,1,3,2,1
11564,2,1768.3850044,5,2,1,1,8,1,1,1,1,1,16494.287659,17753.496875,13,1,3,1,1
11565,1,814.43064838,5,1,1,1,8,2,1,1,1,11,1074.464968,18276.176318,12,1,3,1,1
11566,4,649.11199627,5,1,1,1,8,2,1,1,1,1,27945.295644,29509.104389,13,1,3,2,1
11567,1,609.28081052,5,1,1,1,8,2,1,1,1,11,16008.805242,16220.006642,5,1,3,1,1
11568,14,649.11199627,5,1,1,1,8,2,1,1,1,5,27317.378563,18005.990934,32,1,3,2,1
11569,14,596.72124061,5,1,1,1,8,2,1,1,1,11,6640.461787,37370.802436,9,1,3,2,1
11570,1,814.43064838,5,1,2,8,8,8,99,99,99,99,537.232484,19320.326528,10,3,3,1,1
11571,2,814.43064838,5,1,1,1,8,2,1,1,1,11,80429.271071,39524.705819,14,1,3,1,1
11572,1,814.43064838,5,1,1,1,8,2,1,1,1,1,537.232484,10195.374905,13,1,3,1,1
11573,3,836.90587401,5,1,1,1,8,2,1,1,1,11,3743.101485,24232.874453,13,1,3,2,1
11574,2,729.79360165,5,1,1,1,8,2,1,1,1,1,8927.864516,18744.156712,11,1,3,1,1
11575,4,446.60157747,5,1,1,1,8,2,1,1,1,11,245789.81861,237475.15454,7,1,3,2,1
11576,5,567.61724572,5,1,1,1,8,2,1,1,1,11,382470.36503,190435.20917,22,1,1,1,1
11577,1,504.86488599,5,1,1,1,8,1,1,1,1,11,34043.762962,12908.026214,13,2,3,2,1
11578,2,567.61724572,5,1,1,1,8,3,1,1,1,1,624142.59467,596015.30862,27,1,9,1,1
11579,4,473.88507485,5,1,1,1,8,2,1,1,1,11,237376.61565,440326.9309,2,1,1,1,1
11580,4,449.04683377,5,1,1,1,8,2,1,1,1,11,76503.151615,135848.47005,9,3,1,1,1
11581,3,633.44605985,5,1,1,1,8,2,1,1,1,11,28428.973058,138569.73409,13,1,1,1,1
11582,8,650.9267909,5,1,1,1,8,2,1,1,1,11,36435.957031,46208.189523,13,1,3,2,1
11583,5,633.44605985,5,1,1,1,8,2,1,1,1,11,41774.355838,69866.389444,13,1,3,1,1
11584,9,567.61724572,5,1,1,1,8,2,1,1,1,11,86037.779011,51456.098861,8,1,3,1,1
11585,4,567.61724572,5,1,1,1,8,2,1,1,1,11,80301.177466,29804.029097,12,1,3,1,1
11586,1,774.21185093,5,1,1,1,8,2,1,1,1,1,0,22703.179968,9,1,3,1,1
11587,6,567.25352502,5,1,1,1,8,2,1,1,1,1,58218.289862,23433.006513,10,1,2,2,1
11588,3,693.75441144,5,1,1,1,8,2,1,1,1,1,59894.869029,176868.34891,28,1,1,1,1
