hh_id,hh_size,hh_weights,province,urban_1,electricitycon,electricitymains,electricitysource,electricityfree,cookingsource,lightingsource,heatingsourcewater,heatingsourcespace,income,consumption,education_hhh,own_stove,own_vehicle,gender_hhh,ethnicity_hhh
5623,1,541.15407824,2,1,1,1,8,2,1,1,1,4,451073.64691,334403.28598,13,1,1,1,1
5624,7,381.56504722,2,1,1,1,8,2,1,1,1,4,463935.13863,373044.15022,12,1,1,1,1
5625,3,371.15920496,2,1,1,1,8,2,1,1,1,4,405162.66673,363812.27833,26,1,3,2,1
5626,4,372.27613671,2,1,1,1,8,2,1,1,1,4,302329.13869,339953.49807,98,1,1,1,1
5627,3,474.30783553,2,1,1,1,8,2,1,1,1,1,388789.61467,510535.28609,13,1,1,2,1
5628,4,369.67135505,2,1,1,1,8,2,1,1,1,4,263490.81931,274902.43462,8,1,3,2,1
5629,4,386.33461031,2,1,1,1,8,2,1,1,1,4,316582.25008,409539.05605,14,1,1,1,1
5630,7,386.33461031,2,1,1,1,8,2,1,1,1,1,493924.71129,521010.57948,25,1,1,1,1
5631,6,375.79869502,2,1,1,1,8,2,1,1,1,3,582595.9419,410978.0149,13,1,1,2,1
5632,3,386.33461031,2,1,1,1,8,2,1,1,1,4,308700.36291,325511.66694,14,1,1,1,1
5633,1,1018.4140492,2,1,1,1,8,2,1,1,1,5,458456.21905,349662.25984,24,1,1,1,1
5634,4,376.92958842,2,1,1,1,8,2,1,1,1,4,313508.31408,333465.93935,9,1,3,1,1
5635,5,547.91850422,2,1,1,1,8,2,1,1,1,4,805259.25432,550121.72368,25,1,1,1,1
5636,2,375.79869502,2,1,1,1,8,2,1,1,1,4,337863.34542,336545.98588,12,1,3,2,1
5637,1,394.31611206,2,1,1,1,8,1,1,1,1,4,190522.58108,192853.2129,9,1,3,2,1
5638,4,407.00271703,2,1,1,1,8,1,1,1,1,4,209594.06752,214009.02494,14,1,3,1,1
5639,6,394.31611206,2,1,1,1,8,1,1,1,1,4,53972.804878,65466.577245,9,1,3,2,1
5640,3,397.09454583,2,1,1,1,8,9,1,1,1,4,309275.69865,276633.41507,4,1,3,1,1
5641,1,397.09454583,2,1,1,1,8,1,1,1,1,11,42471.231516,34553.874687,4,1,3,1,1
5642,4,577.23101679,2,1,1,1,8,9,1,1,1,4,181685.76175,181186.49025,14,1,3,1,1
5643,5,577.23101679,2,1,1,1,8,2,1,1,1,4,82075.853447,47718.727897,14,1,1,1,1
5644,5,407.00271703,2,1,1,1,8,9,1,1,1,11,255552.78838,272583.00588,11,1,1,1,1
5645,5,394.31611206,2,1,1,1,8,1,1,1,1,4,254192.00504,240102.68093,8,1,1,2,1
5646,2,480.85892146,2,2,1,1,8,1,1,1,1,1,111353.68077,58975.727965,10,1,3,1,1
5647,4,681.97747227,2,2,1,1,8,1,1,1,1,11,88258.998869,162446.85217,4,1,1,1,1
5648,1,681.97747227,2,2,1,1,8,1,1,1,4,4,29509.691341,58619.746497,12,1,3,1,1
5649,6,681.97747227,2,2,1,1,8,2,1,1,1,4,48617.164328,122752.16788,11,1,1,1,1
5650,8,467.74518863,2,2,1,1,8,1,1,1,1,4,15322.040871,63508.024044,13,1,3,2,1
5651,4,467.74518863,2,2,1,1,8,1,1,1,1,11,76190.322919,63112.493614,6,1,3,2,1
5652,3,597.73597161,2,2,1,1,8,2,1,1,1,4,36434.051627,83186.561575,11,1,3,2,1
5653,4,681.97747227,2,2,1,1,8,2,1,1,1,4,23394.324759,103716.31035,10,1,3,1,1
5654,1,1267.5889455,2,2,1,2,1,2,1,1,1,11,613575.11375,96294.584633,10,1,3,1,1
5655,6,681.97747227,2,2,1,1,8,2,1,1,1,4,57698.799877,113115.67253,11,1,3,1,1
5656,2,681.97747227,2,2,1,1,8,1,1,1,1,4,183743.31346,124918.49116,12,1,3,1,1
5657,4,378.30602988,2,1,1,1,8,2,1,1,1,1,2456651.1834,1624148.2178,27,1,1,1,4
5658,4,343.4085425,2,1,1,1,8,2,1,1,1,1,1596704.4592,1152067.2986,30,1,1,1,1
5659,4,317.46250244,2,1,1,1,8,2,1,1,1,1,789799.62301,893681.64615,23,1,1,1,4
5660,1,293.45297274,2,1,1,1,8,2,1,1,1,1,319178.92563,293360.9866,25,1,1,1,4
5661,1,306.78570852,2,1,1,1,8,2,1,1,1,1,353682.50123,490993.65079,25,1,1,2,2
5662,2,293.45297274,2,1,1,1,8,2,1,1,1,1,624015.67891,557618.33579,30,1,1,1,4
5663,2,378.30602988,2,1,1,1,8,2,1,1,1,1,282963.71068,448755.72723,25,1,1,1,4
5664,2,293.45297274,2,1,1,1,8,2,1,1,1,1,588942.12833,1220943.9453,29,1,1,1,4
5665,2,335.04852304,2,1,1,1,8,2,1,1,1,1,1325323.6664,653104.11554,30,1,1,1,1
5666,2,293.45297274,2,1,1,1,8,2,1,1,1,1,781684.16868,693522.82036,26,1,1,1,4
5667,4,317.46250244,2,1,1,1,8,2,1,1,1,1,912988.61216,619609.4138,25,1,1,1,4
5668,1,293.45297274,2,1,1,1,8,2,1,1,1,1,196965.68417,416021.27721,25,1,1,1,4
5669,3,317.46250244,2,1,1,1,8,2,1,1,1,1,275418.23134,1026309.6377,30,1,1,1,4
5670,4,317.46250244,2,1,1,1,8,2,1,1,1,1,792031.37295,621737.40273,30,1,1,1,4
5671,4,378.30602988,2,1,1,1,8,2,1,1,1,1,1419151.8281,1340216.062,27,1,1,1,4
5672,1,378.30602988,2,1,1,1,8,2,1,1,1,1,426633.04172,520131.91599,24,1,1,1,4
5673,3,455.33552211,2,1,1,1,8,2,1,1,1,1,101152.36406,78357.325776,14,1,1,2,1
5674,5,519.50791511,2,1,1,1,8,1,1,1,4,4,22486.839023,73724.904511,12,1,3,1,1
5675,2,455.33552211,2,1,1,1,8,2,1,1,1,1,144614.32912,167501.28668,14,1,3,2,1
5676,6,356.31283676,2,1,1,1,8,1,1,1,1,4,64196.049681,209131.88557,14,1,3,2,1
5677,5,366.30244533,2,1,1,1,8,2,1,1,1,4,276753.31033,114594.74006,7,1,3,1,1
5678,5,356.31283676,2,1,1,1,8,1,1,1,1,4,187527.43261,54045.692517,12,1,3,2,1
5679,7,366.30244533,2,1,1,1,8,2,1,1,1,4,74791.341612,91600.779151,7,1,3,1,1
5680,7,366.30244533,2,1,1,1,8,1,1,1,1,4,50506.903211,77214.586889,11,1,3,1,1
5681,5,965.60739482,2,1,1,1,8,2,1,1,1,1,73914.996908,88507.491303,12,1,3,1,1
5682,1,455.33552211,2,1,1,1,8,2,1,1,1,1,41457.12732,203331.32617,29,1,1,2,1
5683,2,366.30244533,2,1,1,1,8,2,1,1,1,4,201162.05221,81114.444893,10,1,1,1,1
5684,2,455.33552211,2,1,1,1,8,2,1,1,1,1,88615.787576,36964.373634,12,1,3,2,1
5685,15,356.31283676,2,1,1,1,8,1,1,1,1,1,49390.83139,50905.183343,3,1,3,2,1
5686,3,354.88450085,2,1,1,1,8,1,1,1,1,1,20276.608932,19855.615497,9,1,3,2,1
5687,3,965.60739482,2,1,1,1,8,2,1,1,1,1,33107.144766,19341.588179,12,1,3,1,1
5688,4,356.31283676,2,1,1,1,8,2,1,1,1,1,95763.830416,41767.096206,6,1,3,2,1
5689,1,519.50791511,2,1,1,1,8,2,1,1,1,1,50563.639279,16865.621278,13,1,3,1,1
5690,3,455.33552211,2,1,1,1,8,2,1,1,1,1,19743.897242,12966.678548,13,1,3,2,1
5691,5,366.30244533,2,1,1,1,8,1,1,1,1,1,107041.27423,74170.771263,10,1,3,1,1
5692,6,519.50791511,2,1,1,1,8,1,1,1,1,4,36492.958475,49191.485231,12,1,3,1,1
5693,2,356.31283676,2,1,1,1,8,1,1,1,1,4,26019.061767,42356.847933,9,1,3,2,1
5694,1,965.60739482,2,1,1,1,8,2,1,1,1,1,14064.488189,17683.735399,13,1,3,1,1
5695,6,366.30244533,2,1,1,1,8,2,1,1,1,1,37155.183815,24076.662708,5,1,3,1,1
5696,6,332.70421955,2,1,1,1,8,1,1,1,1,4,65564.251806,57912.370138,9,1,3,2,1
5697,2,343.4085425,2,1,1,1,8,1,1,1,1,4,21112.942774,15432.365356,8,1,3,1,1
5698,2,487.03867042,2,1,1,1,8,2,1,1,1,4,17419.341909,64800.602922,11,1,1,1,1
5699,1,487.03867042,2,1,1,1,8,1,1,1,1,4,17618.617198,46993.222886,14,1,2,1,1
5700,4,487.03867042,2,1,1,1,8,2,1,1,1,4,25330.570894,152204.65499,12,1,1,1,1
5701,1,334.04328447,2,1,1,1,8,2,1,1,1,4,10312.222094,66316.485538,8,1,3,2,1
5702,7,334.04328447,2,1,1,1,8,1,1,1,1,4,48341.918305,51435.944131,9,1,3,2,1
5703,7,334.04328447,2,1,2,8,8,8,4,7,4,4,20794.102311,39589.586975,10,1,3,2,1
5704,9,334.04328447,2,1,1,1,8,1,1,1,1,4,38449.892944,72387.054699,9,1,3,2,1
5705,8,426.87705198,2,1,1,1,8,1,1,1,1,4,22248.811923,30449.803555,6,1,3,2,1
5706,3,487.03867042,2,1,1,1,8,2,1,1,1,4,21760.861592,281548.48218,10,3,1,1,1
5707,2,922.01596889,2,1,1,1,8,2,1,1,1,4,14297.72788,72860.413696,14,1,3,2,1
5708,3,366.30244533,2,1,1,1,8,1,1,1,1,4,71817.487142,185147.76034,7,1,1,1,1
5709,6,366.30244533,2,1,1,1,8,1,1,1,1,4,51464.301697,52613.425974,10,1,3,1,1
5710,4,356.31283676,2,1,1,1,8,1,1,1,1,4,85183.909943,88961.97565,11,1,3,2,1
5711,5,357.38509125,2,1,1,1,8,2,1,1,1,4,194759.98564,128296.10869,7,1,3,1,1
5712,2,366.30244533,2,1,1,1,8,2,1,1,1,4,125823.23584,121139.13594,14,1,3,1,1
5713,2,455.33552211,2,1,1,1,8,2,1,1,1,4,143432.40997,100235.48634,14,1,3,2,1
5714,2,965.60739482,2,1,1,2,9,3,1,1,1,4,119130.328,97425.061022,12,1,3,1,1
5715,2,356.31283676,2,1,1,1,8,2,1,1,1,4,145243.6959,101862.48974,26,1,3,2,1
5716,2,354.88450085,2,1,1,1,8,2,1,1,1,4,86527.318348,97582.212788,11,1,3,2,1
5717,1,356.31283676,2,1,1,1,8,2,1,1,1,4,43958.586088,42855.118367,11,1,3,2,1
5718,1,752.13516774,2,1,1,1,8,2,1,1,1,1,151183.18837,68608.770998,14,1,3,2,4
5719,1,752.13516774,2,1,1,1,8,2,1,1,1,1,171372.06953,166837.6419,21,1,1,2,4
5720,1,752.13516774,2,1,1,1,8,2,1,1,1,1,117916.83383,223176.3522,25,1,1,2,4
5721,1,293.45297274,2,1,1,1,8,2,1,1,1,1,51617.545074,73432.643248,12,1,3,1,4
5722,1,293.45297274,2,1,1,1,8,2,1,1,1,3,231636.05783,217834.23006,19,1,1,1,4
5723,1,752.13516774,2,1,1,1,8,2,1,1,1,1,91429.559796,99671.848788,13,1,3,2,4
5724,2,293.45297274,2,1,1,1,8,2,1,1,1,3,303788.6583,318943.19063,15,1,1,1,4
5725,1,293.45297274,2,1,1,1,8,2,1,1,1,3,153786.73084,253993.1911,13,1,1,1,4
5726,1,752.13516774,2,1,1,1,8,2,1,1,1,3,224491.6462,199601.38578,14,1,1,2,4
5727,2,293.45297274,2,1,1,1,8,2,1,1,1,1,68924.590745,436694.42128,18,1,1,1,4
5728,8,208.83578583,2,1,1,1,8,1,1,1,1,1,116502.44506,124896.25442,5,1,1,1,2
5729,5,334.04328447,2,1,1,1,8,1,1,1,1,4,123673.97475,473032.41885,10,1,3,2,1
5730,1,313.27806953,3,2,1,1,8,2,1,1,1,1,16897.25,19560.45,23,1,2,2,2
5731,2,339.68060375,3,2,1,1,8,2,1,1,1,1,26497.25,26701.25,13,1,2,1,1
5732,1,248.27615318,3,2,1,1,8,2,1,1,1,1,34151.25,35070.2,12,1,2,2,2
5733,2,313.27806953,3,2,1,1,8,2,1,1,1,1,33857.25,23257.25,9,1,2,2,2
5734,2,318.01855098,3,2,1,1,8,2,1,1,1,1,66486.25,76256.02,6,1,2,1,1
5735,1,313.27806953,3,2,1,1,8,2,1,1,1,1,24486.25,29944.977273,10,1,2,2,2
5736,8,209.59562607,3,2,1,1,8,2,1,1,1,1,120886.25,152916.29776,10,1,1,1,2
5737,2,188.54465679,3,2,1,1,8,2,1,1,1,1,44886.25,25063.994186,5,1,2,1,2
5738,8,182.09038476999999,3,2,1,1,8,2,1,1,1,1,70311.25,62265.91,23,1,2,1,2
5739,3,318.01855098,3,2,1,1,8,2,1,1,1,1,29137.25,17456.25,10,1,2,1,1
5740,2,203.40371229,3,1,1,1,8,1,1,1,1,1,11123.875584,10340.641398,10,1,2,1,2
5741,3,259.70097566,3,1,1,1,8,2,1,1,1,1,154261.58312,44142.09111,9,1,2,1,2
5742,1,277.33639693,3,1,1,1,8,2,1,1,1,1,24241.925305,19409.163142,7,1,2,2,2
5743,3,234.1283889,3,1,1,1,8,2,1,1,1,1,65657.346126,39569.107369,7,1,1,1,2
5744,12,300.86176842,3,1,1,1,8,1,1,1,1,1,223769.07166,25126.446932,9,1,2,2,2
5745,4,259.70097566,3,1,1,1,8,2,1,1,1,1,230011.27964,88551.862031,23,1,1,1,2
5746,6,245.10415091,3,1,1,1,8,1,1,1,1,11,115905.83852,32703.633987,9,1,3,2,2
5747,4,221.04482715,3,1,1,1,8,2,1,1,1,1,210494.03768,134064.12981,10,2,2,1,2
5748,1,173.12733735,3,1,1,1,8,2,1,1,1,11,98906.540636,38817.584383,14,2,3,1,2
5749,4,221.04482715,3,1,1,1,8,1,1,1,1,1,186288.13447,147644.72863,13,1,3,1,2
5750,1,179.2639103,3,1,1,1,8,2,1,1,1,1,145132.8632,393222.06627,9,2,1,1,2
5751,3,199.27868628,3,1,1,1,8,2,1,1,1,11,172925.14922,128370.26508,9,1,2,1,2
5752,4,221.04482715,3,1,1,1,8,2,1,1,1,11,419069.41005,123728.78378,13,1,2,1,2
5753,4,173.12733735,3,1,1,1,8,2,1,1,1,1,407364.42784,228373.94641,13,1,2,1,2
5754,1,179.23704414,3,1,1,1,8,1,1,1,1,11,18753.261765,23673.228425,9,1,2,1,2
5755,3,220.45379933,3,1,1,1,8,1,3,1,1,1,177787.78701,71999.112354,8,1,1,2,2
5756,3,198.81414405,3,1,1,1,8,2,1,1,1,1,128226.41358,38050.137994,14,2,3,1,2
5757,1,220.45379933,3,1,1,1,8,1,1,1,1,11,21793.796553,12670.139237,7,1,2,2,2
5758,1,179.23704414,3,1,1,1,8,1,1,1,1,11,22792.264972,21896.517477,11,1,2,1,2
5759,1,155.7157606,3,1,1,1,8,1,1,1,1,11,4748.218676,5508.223213,9,1,2,1,2
5760,3,230.32479879,3,1,1,1,8,2,1,1,1,1,238960.22581,40935.86894,11,1,3,2,2
5761,2,179.23704414,3,1,1,1,8,1,1,1,1,11,44004.077038,28381.219492,7,1,2,1,2
5762,4,198.81414405,3,1,1,1,8,2,1,1,1,1,173396.55785,109828.34458,9,1,1,1,2
5763,3,210.84053568,3,1,1,1,8,2,1,1,1,1,97122.529776,84730.820255,13,1,2,2,2
5764,3,228.72532102,3,1,1,1,8,1,1,1,1,11,554847.67285,46417.128463,8,1,2,2,2
5765,3,210.84053568,3,1,1,1,8,1,1,1,1,1,187374.83208,36033.526747,8,1,2,2,2
5766,7,228.72532102,3,1,1,1,8,1,3,7,3,11,225609.11308,78424.451303,9,3,3,2,2
5767,4,218.92287017,3,1,1,1,8,2,1,1,1,11,46976.523802,56000.740271,5,1,2,2,2
5768,1,177.99234244,3,1,1,1,8,2,1,1,1,1,1091.183224,23138.250593,9,2,3,1,2
5769,4,228.72532102,3,1,1,1,8,2,1,1,1,1,32401.566782,73367.75614,9,1,2,2,2
5770,2,218.92287017,3,1,1,1,8,2,1,1,1,1,28630.424056,41567.328149,3,1,2,2,2
5771,2,160.11548402,3,1,1,1,8,2,1,1,1,1,44530.37717,71598.943396,9,1,1,1,2
5772,4,136.68472403,3,1,1,1,8,1,1,1,1,1,306104.17811,93095.652242,11,1,2,1,2
5773,1,136.68472403,3,1,2,8,8,8,99,7,99,11,17642.370123,16269.558949,8,3,3,1,2
5774,1,151.56198704,3,1,1,1,8,1,1,1,1,1,33490.015873,35431.119736,9,1,2,2,2
5775,1,136.68472403,3,1,1,1,8,1,1,1,1,1,35949.370492,35953.758652,10,1,2,1,2
5776,1,123.22546784,3,1,1,1,8,2,1,1,1,1,162309.08661,39061.658135,25,1,2,1,2
5777,2,110.84918125,3,1,1,1,8,2,1,1,1,1,35949.370492,28159.398193,11,1,2,1,2
5778,3,110.84918125,3,1,1,1,8,1,1,1,1,1,37455.333592,63864.823194,5,1,2,1,2
5779,6,123.22546784,3,1,1,1,8,1,1,1,1,1,144962.19117,37276.526883,8,1,2,1,2
5780,7,123.22546784,3,1,1,1,8,1,1,1,1,1,108442.64669,49658.993272,9,1,2,1,2
5781,5,136.68472403,3,1,1,1,8,1,1,1,1,1,106135.43674,64933.418625,23,1,2,1,2
5782,9,123.22546784,3,1,1,1,8,1,1,1,1,1,172931.36513,61217.082895,10,1,2,1,2
5783,4,184.18245364,3,1,1,1,8,1,1,1,1,1,60213.533177,62301.729871,7,1,2,2,2
5784,6,187.04225394,3,1,1,1,8,2,1,1,1,11,53866.157878,23288.205296,11,1,3,1,2
5785,1,151.68835328,3,1,1,1,8,2,1,1,1,11,28284.093683,34266.859948,8,1,1,1,2
5786,1,207.40061384,3,1,1,1,8,2,1,1,1,11,21093.69617,14751.715939,6,1,3,2,2
5787,8,252.03914709,3,1,1,1,8,1,1,1,1,11,203764.89877,33232.64032,14,1,3,2,2
5788,3,207.40061384,3,1,1,1,8,1,1,1,1,11,68482.418527,29146.440688,12,1,3,2,2
5789,6,207.40061384,3,1,1,1,8,1,1,1,1,1,104530.63369,27133.190298,8,2,2,2,2
5790,4,216.68714623,3,1,1,1,8,1,1,1,1,11,22082.373605,16493.12186,7,1,3,2,2
5791,2,151.68835328,3,1,1,1,8,1,1,1,1,11,34379.071432,32619.051086,9,1,1,1,2
5792,4,168.62432442,3,1,1,1,8,2,1,1,1,11,68387.619165,31355.764705,10,1,3,1,2
5793,4,294.69192583,3,1,1,1,8,2,1,1,1,11,36180,29198.628536,13,2,3,2,2
5794,5,177.35868999,3,1,1,1,8,2,1,1,1,1,45126.25,26246.059322,6,2,3,1,2
5795,5,197.16074855,3,1,1,1,8,2,1,1,1,11,16326.25,30623.759322,8,1,3,1,2
5796,7,242.49917926,3,1,1,1,8,1,1,1,1,11,44996.25,55100.059322,7,1,3,2,2
5797,3,253.35727867,3,1,1,1,8,2,1,1,1,1,151556.25,57303.527893,14,1,3,2,2
5798,5,197.16074855,3,1,1,1,8,1,1,1,1,11,78263.733333,20855.161905,13,1,3,1,2
5799,6,218.69555845,3,1,1,1,8,1,1,1,1,11,41771.25,18318.678571,13,1,3,1,2
5800,3,233.54643952,3,1,1,1,8,2,1,1,1,1,100000,47666.689322,13,2,3,2,2
5801,5,197.16074855,3,1,1,1,8,2,1,1,1,1,48235.522727,55008.259322,11,1,3,1,2
5802,2,814.30074365,3,5,1,1,8,1,1,1,1,1,18030.964501,21859.876184,98,1,2,2,2
5803,1,1026.9763384,3,5,1,1,8,2,1,1,1,1,179828.70269,89955.65891,13,1,1,1,1
5804,3,750.62788952,3,5,1,1,8,1,1,1,1,1,8185.205096,15759.304572,7,1,2,2,2
5805,2,814.30074365,3,5,1,1,8,1,1,1,1,1,21817.194998,14830.743942,8,1,2,2,2
5806,1,1026.9763384,3,5,1,1,8,1,1,1,1,1,33574.437067,16727.716033,10,1,2,1,1
5807,3,216.41747972,3,1,1,1,8,1,1,1,1,1,59626.901509,88927.183768,9,1,1,1,2
5808,3,231.11366411,3,1,1,1,8,1,1,1,1,1,86594.62208,69180.201478,10,1,1,2,2
5809,1,239.97314615,3,1,1,1,8,1,1,1,1,1,21999.517211,23315.637644,4,1,2,2,2
5810,5,175.51120364,3,1,1,1,8,1,1,1,1,1,102013.70913,57834.019696,5,1,2,1,2
5811,3,216.41747972,3,1,1,1,8,1,1,1,1,1,9156.987792,34829.944529,11,1,2,1,2
5812,3,296.63041375,3,1,1,1,8,1,1,1,1,11,7256.695556,11939.718157,13,3,3,1,2
5813,3,378.73058951,3,1,1,1,8,2,1,1,1,11,6289.980329,38439.643194,8,2,3,1,2
5814,3,307.14460637,3,1,1,1,8,1,1,1,1,11,35847.974276,11641.049896,7,3,2,1,2
5815,2,510.33888197,3,1,1,1,8,2,1,1,1,11,92746.254593,29059.341076,13,2,2,2,2
5816,5,510.33888197,3,1,1,1,8,2,1,1,1,11,37958.792523,21112.521265,6,2,3,2,2
5817,2,341.43723382,3,1,1,1,8,1,1,1,1,11,2477.809833,86556.283651,8,3,3,1,2
5818,4,107.11199104,3,2,1,1,8,1,1,1,1,11,23226.154557,12042.944769,10,1,3,1,2
5819,5,184.28121737,3,2,1,1,8,1,1,1,1,11,27879.196778,18189.971135,11,2,3,2,2
5820,4,158.4332099,3,2,1,1,8,2,1,1,1,11,34944.07731,19676.987568,9,1,3,2,2
5821,6,158.4332099,3,2,1,1,8,2,1,1,1,11,57861.227727,18562.829317,9,1,3,2,2
5822,2,136.75801816,3,2,1,1,8,1,1,1,1,11,537.232484,17709.318828,8,1,3,1,2
5823,3,110.90862164,3,2,1,1,8,1,1,1,1,11,49459.035684,19030.807246,7,1,3,1,2
5824,1,123.29154475,3,2,1,1,8,2,1,1,1,11,18549.372011,22370.59242,13,1,1,1,2
5825,2,158.4332099,3,2,2,8,8,8,4,7,4,11,22269.065343,27053.906293,6,2,3,2,2
5826,3,158.4332099,3,2,1,1,8,1,1,1,1,11,34590.917944,20006.662755,8,1,3,2,2
5827,3,107.11199104,3,2,1,1,8,1,1,1,1,11,20040.350491,31480.686443,11,1,3,1,2
5828,3,187.43907873,3,5,2,8,8,8,4,7,4,5,4141.328906,13187.948075,98,1,3,1,2
5829,3,168.98207413,3,5,1,2,4,2,3,9,5,5,5504.937205,43423.609636,7,1,1,1,2
5830,2,252.57386788,3,5,2,8,8,8,5,7,5,5,2222.176486,13014.648389,8,1,3,2,2
5831,3,326.14191102,3,1,1,1,8,2,1,1,1,1,120776.13874,77706.881126,13,3,1,2,4
5832,4,208.39809849,3,1,1,1,8,2,1,1,1,1,104672.65357,27876.842239,15,3,1,1,4
5833,1,361.10779583,3,1,1,1,8,2,1,1,1,1,192427.30074,229477.12468,31,3,1,2,4
5834,1,473.2795542,3,1,1,1,8,2,3,1,1,1,17745.666773,21231.14002,11,1,1,2,4
5835,1,231.82918629,3,1,1,1,8,2,1,1,1,1,9058.210405,58266.717727,24,3,1,2,2
5836,3,265.53486014,3,1,1,1,8,2,1,1,1,1,24155.227748,206072.09869,25,3,1,2,1
5837,1,170.02787095,3,1,1,1,8,2,1,1,1,1,138892.55955,56713.780391,13,3,3,1,2
5838,2,233.75368348,3,1,1,1,8,2,1,1,1,1,149963.7056,92844.472797,29,3,1,1,4
5839,3,473.2795542,3,1,1,1,8,2,1,1,1,1,23267.666668,33958.101015,9,1,3,2,4
5840,3,249.96190137,3,1,1,1,8,2,1,1,1,1,16877.999437,35916.80169,13,1,3,2,2
5841,5,185.5006969,3,1,1,1,8,2,1,1,1,1,25397.49281,42635.786864,5,1,1,1,2
5842,3,205.69126812,3,1,1,1,8,1,1,1,1,1,21400.155622,18828.458202,4,1,3,2,2
5843,6,167.2345635,3,1,1,1,8,2,1,1,1,1,23125.146595,58247.135382,9,1,3,1,2
5844,1,205.69126812,3,1,1,1,8,2,1,1,1,1,29403.017428,21030.754321,8,1,3,2,2
5845,7,150.43817455,3,1,1,1,8,2,1,1,1,1,82278.461325,52700.964413,3,1,1,1,2
5846,3,249.96190137,3,1,1,1,8,2,1,1,1,1,17902.121922,70404.519676,13,1,3,2,2
5847,3,214.90126315,3,1,1,1,8,2,1,1,1,1,87300.114291,86045.271298,12,1,1,2,2
5848,4,214.90126315,3,1,1,1,8,2,1,1,1,1,3430.810325,46277.384446,98,1,3,2,2
5849,1,332.74080428,3,1,1,1,8,2,1,1,1,1,252793.28312,96398.417141,24,1,1,2,4
5850,3,289.95960752,3,1,1,1,8,2,1,1,9,1,164652.62134,144829.5553,22,1,1,1,4
5851,3,298.44379063,3,1,1,1,8,2,3,1,1,1,54284.159852,95027.411965,5,1,1,2,2
5852,2,332.74080428,3,1,1,1,8,2,1,1,1,1,86086.924981,74775.850752,13,1,1,2,4
5853,2,238.48326761,3,1,1,1,8,2,1,1,1,1,287053.31297,154232.15499,31,1,1,1,4
5854,3,289.95960752,3,1,1,1,8,2,3,1,1,3,528944.99353,205987.18559,14,1,1,1,4
5855,3,206.67543687,3,1,1,1,8,2,1,1,1,1,7699.425493,21483.044001,98,1,3,2,2
5856,4,186.38826004,3,1,1,1,8,2,1,1,1,1,65613.336458,75454.919801,13,1,3,1,2
5857,4,186.38826004,3,1,1,1,8,2,1,1,1,1,3905.450593,33024.654291,13,1,3,1,2
5858,5,168.03472888,3,1,1,1,8,2,1,1,1,1,6144.318701,25559.849165,5,1,3,1,2
5859,4,215.92949886,3,1,1,1,8,2,1,1,1,1,4057.615362,26722.52618,4,1,3,2,2
5860,6,229.38523541,3,5,2,8,8,8,3,7,3,5,36920,15498.153846,8,1,3,1,2
5861,3,229.38523541,3,5,2,8,8,8,3,4,5,5,54160,18551.641538,8,1,3,1,2
5862,1,281.15065262,3,5,2,8,8,8,3,9,3,2,90356.75,100588.93573,13,1,1,1,4
5863,3,184.18245364,3,1,1,1,8,1,1,1,1,1,89442.949275,45925.011095,11,1,2,2,2
5864,3,136.68472403,3,1,1,1,8,1,1,1,1,1,36801.0169,23563.017557,9,1,2,1,2
5865,5,145.9665247,3,1,1,1,8,1,1,1,1,11,1674.610399,15754.516363,4,1,2,2,2
5866,2,158.34829917,3,1,1,1,8,1,1,1,1,1,47747.334474,11199.317139,7,1,2,2,2
5867,5,184.18245364,3,1,1,1,8,1,1,1,1,1,22015.183626,23413.026948,12,1,2,2,2
5868,1,184.18245364,3,1,1,1,8,2,1,1,1,1,76787.789301,42084.280647,23,1,2,2,2
5869,7,151.56198704,3,1,1,1,8,1,1,1,1,1,29401.263962,19710.288019,4,1,2,2,2
5870,3,136.68472403,3,1,1,1,8,1,1,1,1,1,65855.14433,36950.587387,9,1,2,1,2
5871,2,188.75127942,3,5,1,1,8,2,1,1,1,11,7373.681892,29553.165711,8,1,3,1,2
5872,3,240.99310122,3,5,2,8,8,8,5,7,5,5,55292.372962,60711.299009,7,3,3,1,2
5873,1,217.26266673,3,5,2,8,8,8,5,7,5,5,98131.416507,20733.844,98,3,3,1,2
5874,3,217.26266673,3,5,2,8,8,8,5,7,5,5,44856.56484,27675.488536,98,1,3,1,2
5875,1,279.1888264,3,5,1,1,8,2,3,1,3,11,13518.416801,16488.056788,98,1,3,2,2
5876,1,315.50615804,3,5,1,1,8,2,1,1,1,1,430131.44368,306921.8223,13,2,1,1,4
5877,3,188.75127942,3,5,1,1,8,2,1,1,1,1,35700.909825,32843.493353,12,1,3,1,2
5878,10,160.8546698,3,1,1,1,8,2,1,1,1,1,61638.060744,60633.655564,7,1,1,1,1
5879,3,167.47236812,3,1,1,1,8,1,1,1,1,1,115956.24214,60264.84079,9,1,1,1,1
5880,7,160.08387365,3,1,1,1,8,2,1,1,1,1,120897.56754,78580.694494,98,1,3,2,1
5881,7,160.08387365,3,1,1,1,8,1,1,1,1,1,44233.544638,76771.535725,6,1,3,2,1
5882,1,160.08387365,3,1,1,1,8,2,1,1,1,1,15605.739415,17876.446352,7,1,3,2,1
5883,5,136.68472403,3,1,1,1,8,2,1,1,1,1,619842.81269,219850.11191,27,1,1,1,2
5884,1,136.68472403,3,1,1,1,8,2,3,1,1,1,313587.28819,187193.2834,24,1,1,1,2
