"electricityfree","1","2","3","4","5"
"1",0.0769207756710374,0.0667744758384199,0.0643837667640437,0.0641396286246835,0.0530841193010479
"2",0.0798230111126556,0.0709718196204238,0.0681718041697529,0.0639025670865349,0.0526225120305343
