"province","1","2","3"
"1",0.0703264543313152,0.0613747843449669,0.0511566928720031
"2",0.0627906109451584,0.0593217739295277,0.0502394986016629
"3",0.0701782938496442,0.0656264568682347,0.0549563100061283
"4",0.0610504656240763,0.0546752223012471,0.0467612255013819
"5",0.0667717734309806,0.0675977091842448,0.0644057589343512
"6",0.0737551021837458,0.0609951550727287,0.0529761205331491
"7",0.0747829090416141,0.0702721719611881,0.0593462583079114
"8",0.073179295742398,0.0639294740829826,0.0546801621115785
"9",0.0746203440198482,0.0658778230011704,0.0615508345388781
