"electricitymains","1","2","3","4","5"
"1",0.0804106187788099,0.0714742059903392,0.069408070026433,0.0658909478240147,0.0530879646167849
"2",0.0575470138522763,0.0497611964933366,0.0439226909118298,0.0399968166991723,0.0431077355464801
