"urban_1","1","2","3","4","5"
"1",0.076217130032225,0.0724025489220012,0.0694548079850275,0.0655881858998995,0.0529946096079086
"2",0.0747247088031747,0.0603717305856538,0.0573048071088477,0.0497486119678168,0.046190057298037
"4",0.0713410522650219,0.0615869543710177,0.0577380839613356,0.0545416065478478,0.045530263455755
"5",0.0584778687684659,0.0572076653433812,0.0638611033055091,0.0753772277351949,0.0611695416816522
