"ethnicity_hhh","1","2","3","4","5"
"1",0.0724307280953362,0.0650718372222699,0.0631412271070212,0.0599757148657836,0.0512590407060917
"2",0.0771102419677299,0.0697880087923985,0.0674444482979913,0.0628633585767584,0.0502311631782571
"3",0.0836960509512177,0.141411703737339,0.116502441385333,0.0963923766700683,0.0632241271054632
"4",0.0534725582971704,0.101897892019344,0.103927579299453,0.0784986484216463,0.0534497384328442
